dentatum	69
loeseneri	12
stenocalyx	12
tiliaefolium	7
microcarpum	7
caudatum	7
ciliatum	8
hirsutum	8
sulcatum	78
fuscum	75
microphyllum	8
acutifolium	2
newsp.1	8
membranaceum	34
newsp.2	8
discolor	12
disjunctum	12
blandum	76
lautum	71
jucundum	12
stellato-tomentosum	77
alpinum	4
villosum	4
obtusatum	12
hartwegii	70
costaricanum	73
tinoides_1	12
undulatum	12
subsessile	70
tinoides_2	12
triphyllum	12
lasiophyllum	12
pichinchense	12
jamesonii	12
hallii	12
toronis	12
seemenii	12
dumatorum	12
reticulatum	12
triphyllum_new	12
ayavacense	72
