dentatum	0
loeseneri	67
stenocalyx	11
tiliaefolium	11
microcarpum	11
caudatum	67
ciliatum	11
hirsutum	59
sulcatum	11
fuscum	11
microphyllum	11
acutifolium	11
newsp.1	0
membranaceum	11
newsp.2	11
discolor	11
disjunctum	11
blandum	11
lautum	11
jucundum	67
stellato-tomentosum	60
alpinum	11
villosum	10
obtusatum	11
hartwegii	11
costaricanum	11
tinoides_1	11
undulatum	11
subsessile	11
tinoides_2	11
triphyllum	11
lasiophyllum	11
pichinchense	4
jamesonii	4
hallii	4
toronis	11
seemenii	11
dumatorum	11
reticulatum	11
triphyllum_new	11
ayavacense	11
