dentatum	15
loeseneri	26
stenocalyx	6
tiliaefolium	26
microcarpum	6
caudatum	27
ciliatum	26
hirsutum	39
sulcatum	27
fuscum	6
microphyllum	6
acutifolium	6
newsp.1	6
membranaceum	25
newsp.2	6
discolor	6
disjunctum	25
blandum	33
lautum	6
jucundum	23
stellato-tomentosum	3
alpinum	3
villosum	3
obtusatum	3
hartwegii	25
costaricanum	36
tinoides_1	3
undulatum	3
subsessile	3
tinoides_2	3
triphyllum	3
lasiophyllum	3
pichinchense	3
jamesonii	3
hallii	3
toronis	3
seemenii	3
dumatorum	18
reticulatum	0
triphyllum_new	14
ayavacense	21
