dentatum	41
loeseneri	0
stenocalyx	3
tiliaefolium	3
microcarpum	3
caudatum	3
ciliatum	3
hirsutum	3
sulcatum	14
fuscum	3
microphyllum	3
acutifolium	3
newsp.1	3
membranaceum	3
newsp.2	21
discolor	3
disjunctum	3
blandum	3
lautum	3
jucundum	3
stellato-tomentosum	70
alpinum	3
villosum	3
obtusatum	3
hartwegii	3
costaricanum	3
tinoides_1	3
undulatum	3
subsessile	3
tinoides_2	21
triphyllum	14
lasiophyllum	3
pichinchense	3
jamesonii	3
hallii	3
toronis	3
seemenii	3
dumatorum	3
reticulatum	3
triphyllum_new	3
ayavacense	3
