dentatum	0
loeseneri	62
stenocalyx	20
tiliaefolium	0
microcarpum	0
caudatum	0
ciliatum	0
hirsutum	0
sulcatum	5
fuscum	5
microphyllum	62
acutifolium	0
newsp.1	0
membranaceum	0
newsp.2	12
discolor	69
disjunctum	20
blandum	5
lautum	45
jucundum	0
stellato-tomentosum	5
alpinum	21
villosum	5
obtusatum	38
hartwegii	11
costaricanum	53
tinoides_1	5
undulatum	5
subsessile	5
tinoides_2	5
triphyllum	0
lasiophyllum	0
pichinchense	5
jamesonii	5
hallii	5
toronis	5
seemenii	5
dumatorum	5
reticulatum	5
triphyllum_new	5
ayavacense	5
