dentatum	19
loeseneri	21
stenocalyx	3
tiliaefolium	5
microcarpum	5
caudatum	5
ciliatum	62
hirsutum	5
sulcatum	5
fuscum	5
microphyllum	6
acutifolium	5
newsp.1	22
membranaceum	5
newsp.2	0
discolor	5
disjunctum	53
blandum	53
lautum	5
jucundum	5
stellato-tomentosum	5
alpinum	5
villosum	5
obtusatum	0
hartwegii	5
costaricanum	5
tinoides_1	5
undulatum	5
subsessile	5
tinoides_2	5
triphyllum	5
lasiophyllum	5
pichinchense	0
jamesonii	0
hallii	0
toronis	5
seemenii	45
dumatorum	5
reticulatum	5
triphyllum_new	5
ayavacense	5
