dentatum	58
loeseneri	7
stenocalyx	30
tiliaefolium	31
microcarpum	7
caudatum	31
ciliatum	7
hirsutum	32
sulcatum	7
fuscum	7
microphyllum	7
acutifolium	29
newsp.1	2
membranaceum	2
newsp.2	59
discolor	32
disjunctum	7
blandum	32
lautum	31
jucundum	31
stellato-tomentosum	47
alpinum	11
villosum	11
obtusatum	7
hartwegii	31
costaricanum	18
tinoides_1	7
undulatum	7
subsessile	7
tinoides_2	7
triphyllum	7
lasiophyllum	7
pichinchense	0
jamesonii	47
hallii	7
toronis	30
seemenii	7
dumatorum	7
reticulatum	7
triphyllum_new	7
ayavacense	7
