dentatum	8
loeseneri	8
stenocalyx	8
tiliaefolium	8
microcarpum	34
caudatum	8
ciliatum	9
hirsutum	37
sulcatum	1
fuscum	56
microphyllum	40
acutifolium	65
newsp.1	8
membranaceum	8
newsp.2	8
discolor	8
disjunctum	36
blandum	8
lautum	8
jucundum	8
stellato-tomentosum	0
alpinum	8
villosum	8
obtusatum	8
hartwegii	8
costaricanum	8
tinoides_1	8
undulatum	8
subsessile	8
tinoides_2	65
triphyllum	8
lasiophyllum	8
pichinchense	8
jamesonii	8
hallii	8
toronis	8
seemenii	8
dumatorum	39
reticulatum	8
triphyllum_new	8
ayavacense	8
