dentatum	50
loeseneri	0
stenocalyx	0
tiliaefolium	0
microcarpum	0
caudatum	0
ciliatum	0
hirsutum	0
sulcatum	9
fuscum	44
microphyllum	9
acutifolium	9
newsp.1	9
membranaceum	43
newsp.2	9
discolor	9
disjunctum	0
blandum	9
lautum	46
jucundum	9
stellato-tomentosum	9
alpinum	9
villosum	66
obtusatum	9
hartwegii	9
costaricanum	0
tinoides_1	0
undulatum	6
subsessile	6
tinoides_2	6
triphyllum	6
lasiophyllum	6
pichinchense	6
jamesonii	33
hallii	6
toronis	6
seemenii	6
dumatorum	6
reticulatum	6
triphyllum_new	6
ayavacense	6
