dentatum	9
loeseneri	1
stenocalyx	68
tiliaefolium	23
microcarpum	1
caudatum	1
ciliatum	1
hirsutum	1
sulcatum	1
fuscum	0
microphyllum	14
acutifolium	1
newsp.1	1
membranaceum	14
newsp.2	1
discolor	1
disjunctum	1
blandum	16
lautum	14
jucundum	34
stellato-tomentosum	1
alpinum	1
villosum	1
obtusatum	14
hartwegii	1
costaricanum	1
tinoides_1	2
undulatum	2
subsessile	2
tinoides_2	1
triphyllum	1
lasiophyllum	1
pichinchense	1
jamesonii	1
hallii	1
toronis	1
seemenii	1
dumatorum	1
reticulatum	1
triphyllum_new	1
ayavacense	1
