dentatum	43
loeseneri	4
stenocalyx	4
tiliaefolium	34
microcarpum	34
caudatum	1
ciliatum	1
hirsutum	1
sulcatum	1
fuscum	1
microphyllum	1
acutifolium	14
newsp.1	1
membranaceum	1
newsp.2	1
discolor	1
disjunctum	1
blandum	1
lautum	1
jucundum	1
stellato-tomentosum	25
alpinum	1
villosum	1
obtusatum	41
hartwegii	1
costaricanum	68
tinoides_1	1
undulatum	1
subsessile	1
tinoides_2	1
triphyllum	1
lasiophyllum	1
pichinchense	1
jamesonii	1
hallii	1
toronis	1
seemenii	28
dumatorum	1
reticulatum	5
triphyllum_new	5
ayavacense	5
