dentatum	4
loeseneri	10
stenocalyx	10
tiliaefolium	57
microcarpum	53
caudatum	10
ciliatum	10
hirsutum	10
sulcatum	9
fuscum	9
microphyllum	76
acutifolium	9
newsp.1	45
membranaceum	9
newsp.2	9
discolor	9
disjunctum	9
blandum	9
lautum	9
jucundum	9
stellato-tomentosum	9
alpinum	9
villosum	9
obtusatum	9
hartwegii	42
costaricanum	57
tinoides_1	9
undulatum	9
subsessile	9
tinoides_2	9
triphyllum	9
lasiophyllum	9
pichinchense	9
jamesonii	9
hallii	9
toronis	9
seemenii	9
dumatorum	9
reticulatum	9
triphyllum_new	9
ayavacense	9
