dentatum	4
loeseneri	8
stenocalyx	8
tiliaefolium	8
microcarpum	8
caudatum	8
ciliatum	8
hirsutum	36
sulcatum	8
fuscum	37
microphyllum	8
acutifolium	8
newsp.1	8
membranaceum	40
newsp.2	8
discolor	48
disjunctum	8
blandum	8
lautum	37
jucundum	40
stellato-tomentosum	8
alpinum	8
villosum	8
obtusatum	8
hartwegii	8
costaricanum	48
tinoides_1	56
undulatum	8
subsessile	8
tinoides_2	8
triphyllum	7
lasiophyllum	40
pichinchense	8
jamesonii	39
hallii	8
toronis	8
seemenii	8
dumatorum	8
reticulatum	8
triphyllum_new	8
ayavacense	8
