NodeLabel                 	NodeId	  Des1	  Des2	         RelTime	        CI_Lower	        CI_Upper	            Rate
jucundum                  	     1	     -	     -	               -	               -	               -	        0.655205	
lautum                    	     2	     -	     -	               -	               -	               -	        0.721696	
discolor                  	     3	     -	     -	               -	               -	               -	        1.403030	
blandum                   	     4	     -	     -	               -	               -	               -	        0.869195	
disjunctum                	     5	     -	     -	               -	               -	               -	        1.269576	
obtusatum                 	     6	     -	     -	               -	               -	               -	        1.191470	
hartwegii                 	     7	     -	     -	               -	               -	               -	        1.128044	
costaricanum              	     8	     -	     -	               -	               -	               -	        1.175466	
reticulatum               	     9	     -	     -	               -	               -	               -	        2.038002	
ayavacense                	    10	     -	     -	               -	               -	               -	        3.359896	
triphyllum new            	    11	     -	     -	               -	               -	               -	        2.488104	
dumatorum                 	    12	     -	     -	               -	               -	               -	        3.269487	
seemenii                  	    13	     -	     -	               -	               -	               -	        3.364977	
toronis                   	    14	     -	     -	               -	               -	               -	        1.964425	
jamesonii                 	    15	     -	     -	               -	               -	               -	        2.302083	
hallii                    	    16	     -	     -	               -	               -	               -	        1.991337	
pichinchense              	    17	     -	     -	               -	               -	               -	        1.617065	
triphyllum                	    18	     -	     -	               -	               -	               -	        2.236649	
lasiophyllum              	    19	     -	     -	               -	               -	               -	        1.260218	
tinoides 1                	    20	     -	     -	               -	               -	               -	        1.431689	
undulatum                 	    21	     -	     -	               -	               -	               -	        2.581719	
subsessile                	    22	     -	     -	               -	               -	               -	        2.649721	
tinoides 2                	    23	     -	     -	               -	               -	               -	        1.925810	
stellato-tomentosum       	    24	     -	     -	               -	               -	               -	        0.997711	
alpinum                   	    25	     -	     -	               -	               -	               -	        1.881321	
villosum                  	    26	     -	     -	               -	               -	               -	        1.145700	
fuscum                    	    27	     -	     -	               -	               -	               -	        1.234285	
microphyllum              	    28	     -	     -	               -	               -	               -	        0.942644	
newsp.1                   	    29	     -	     -	               -	               -	               -	        1.111093	
acutifolium               	    30	     -	     -	               -	               -	               -	        0.786420	
newsp.2                   	    31	     -	     -	               -	               -	               -	        0.892407	
