NodeLabel                 	NodeId	  Des1	  Des2	         RelTime	        CI_Lower	        CI_Upper	            Rate
blandum                   	     1	     -	     -	               -	               -	               -	        0.929362	
lautum                    	     2	     -	     -	               -	               -	               -	        0.795313	
jucundum                  	     3	     -	     -	               -	               -	               -	        0.698054	
discolor                  	     4	     -	     -	               -	               -	               -	        1.341297	
disjunctum                	     5	     -	     -	               -	               -	               -	        1.371055	
alpinum                   	     6	     -	     -	               -	               -	               -	        1.955740	
villosum                  	     7	     -	     -	               -	               -	               -	        1.150421	
stellato-tomentosum       	     8	     -	     -	               -	               -	               -	        0.994401	
costaricanum              	     9	     -	     -	               -	               -	               -	        1.120343	
jamesonii                 	    10	     -	     -	               -	               -	               -	        2.160174	
hallii                    	    11	     -	     -	               -	               -	               -	        1.803756	
pichinchense              	    12	     -	     -	               -	               -	               -	        1.522416	
toronis                   	    13	     -	     -	               -	               -	               -	        1.787943	
ayavacense                	    14	     -	     -	               -	               -	               -	        3.060358	
triphyllum new            	    15	     -	     -	               -	               -	               -	        2.274937	
reticulatum               	    16	     -	     -	               -	               -	               -	        1.847842	
dumatorum                 	    17	     -	     -	               -	               -	               -	        2.993139	
seemenii                  	    18	     -	     -	               -	               -	               -	        3.104647	
tinoides 1                	    19	     -	     -	               -	               -	               -	        1.242353	
undulatum                 	    20	     -	     -	               -	               -	               -	        2.142669	
subsessile                	    21	     -	     -	               -	               -	               -	        2.271782	
tinoides 2                	    22	     -	     -	               -	               -	               -	        1.751976	
triphyllum                	    23	     -	     -	               -	               -	               -	        2.360029	
lasiophyllum              	    24	     -	     -	               -	               -	               -	        1.298582	
hartwegii                 	    25	     -	     -	               -	               -	               -	        1.051653	
obtusatum                 	    26	     -	     -	               -	               -	               -	        1.117556	
fuscum                    	    27	     -	     -	               -	               -	               -	        1.209738	
microphyllum              	    28	     -	     -	               -	               -	               -	        0.941197	
acutifolium               	    29	     -	     -	               -	               -	               -	        0.793081	
newsp.1                   	    30	     -	     -	               -	               -	               -	        1.115718	
membranaceum              	    31	     -	     -	               -	               -	               -	        1.217231	
newsp.2                   	    32	     -	     -	               -	               -	               -	        0.864827	
sulcatum                  	    33	     -	     -	               -	               -	               -	        0.846726	
hirsutum                  	    34	     -	     -	               -	               -	               -	        1.056350	
ciliatum                  	    35	     -	     -	               -	               -	               -	        1.191452	
caudatum                  	    36	     -	     -	               -	               -	               -	        1.123617	
microcarpum               	    37	     -	     -	               -	               -	               -	        0.768699	
tiliaefolium              	    38	     -	     -	               -	               -	               -	        0.859543	
loeseneri                 	    39	     -	     -	               -	               -	               -	        0.886586	
