NodeLabel                 	NodeId	  Des1	  Des2	         RelTime	        CI_Lower	        CI_Upper	            Rate
lautum                    	     1	     -	     -	               -	               -	               -	        0.780451	
jucundum                  	     2	     -	     -	               -	               -	               -	        0.679784	
discolor                  	     3	     -	     -	               -	               -	               -	        1.460383	
blandum                   	     4	     -	     -	               -	               -	               -	        0.927315	
disjunctum                	     5	     -	     -	               -	               -	               -	        1.362280	
alpinum                   	     6	     -	     -	               -	               -	               -	        1.913843	
villosum                  	     7	     -	     -	               -	               -	               -	        1.159336	
stellato-tomentosum       	     8	     -	     -	               -	               -	               -	        1.021022	
obtusatum                 	     9	     -	     -	               -	               -	               -	        1.099377	
hartwegii                 	    10	     -	     -	               -	               -	               -	        1.078338	
costaricanum              	    11	     -	     -	               -	               -	               -	        1.094514	
jamesonii                 	    12	     -	     -	               -	               -	               -	        2.144945	
hallii                    	    13	     -	     -	               -	               -	               -	        1.838602	
pichinchense              	    14	     -	     -	               -	               -	               -	        1.547953	
toronis                   	    15	     -	     -	               -	               -	               -	        1.806585	
seemenii                  	    16	     -	     -	               -	               -	               -	        3.131704	
dumatorum                 	    17	     -	     -	               -	               -	               -	        3.043350	
ayavacense                	    18	     -	     -	               -	               -	               -	        3.076731	
triphyllum new            	    19	     -	     -	               -	               -	               -	        2.263793	
reticulatum               	    20	     -	     -	               -	               -	               -	        1.881536	
lasiophyllum              	    21	     -	     -	               -	               -	               -	        1.270442	
triphyllum                	    22	     -	     -	               -	               -	               -	        2.357461	
tinoides 2                	    23	     -	     -	               -	               -	               -	        1.760487	
tinoides 1                	    24	     -	     -	               -	               -	               -	        1.208052	
subsessile                	    25	     -	     -	               -	               -	               -	        2.278564	
undulatum                 	    26	     -	     -	               -	               -	               -	        2.143917	
fuscum                    	    27	     -	     -	               -	               -	               -	        1.238804	
microphyllum              	    28	     -	     -	               -	               -	               -	        0.930222	
acutifolium               	    29	     -	     -	               -	               -	               -	        0.785329	
newsp.1                   	    30	     -	     -	               -	               -	               -	        1.099569	
newsp.2                   	    31	     -	     -	               -	               -	               -	        0.873780	
membranaceum              	    32	     -	     -	               -	               -	               -	        1.183752	
sulcatum                  	    33	     -	     -	               -	               -	               -	        0.855415	
loeseneri                 	    34	     -	     -	               -	               -	               -	        0.893599	
stenocalyx                	    35	     -	     -	               -	               -	               -	        0.988464	
tiliaefolium              	    36	     -	     -	               -	               -	               -	        0.838236	
microcarpum               	    37	     -	     -	               -	               -	               -	        0.783920	
caudatum                  	    38	     -	     -	               -	               -	               -	        1.116058	
hirsutum                  	    39	     -	     -	               -	               -	               -	        1.099649	
ciliatum                  	    40	     -	     -	               -	               -	               -	        1.187247	
dentatum                  	    41	     -	     -	               -	               -	               -	        1.058731	
faux outgroup [*]         	    42	     -	     -	               -	               -	               -	        1.000000	
-                         	    43	     1	     2	        0.003056	        0.001143	        0.008167	        0.728381
-                         	    44	    43	     3	        0.003502	        0.001497	        0.008194	        1.031365
-                         	    45	    44	     4	        0.003778	        0.001731	        0.008245	        0.977958
-                         	    46	     6	     7	        0.001733	        0.000695	        0.004326	        1.489560
-                         	    47	    46	     8	        0.003261	        0.001376	        0.007724	        1.233237
