NodeLabel                 	NodeId	  Des1	  Des2	         RelTime	        CI_Lower	        CI_Upper	            Rate
disjunctum                	     1	     -	     -	               -	               -	               -	        1.441676	
discolor                  	     2	     -	     -	               -	               -	               -	        1.317337	
blandum                   	     3	     -	     -	               -	               -	               -	        0.964210	
lautum                    	     4	     -	     -	               -	               -	               -	        0.810568	
jucundum                  	     5	     -	     -	               -	               -	               -	        0.708623	
alpinum                   	     6	     -	     -	               -	               -	               -	        1.917377	
villosum                  	     7	     -	     -	               -	               -	               -	        1.154208	
stellato-tomentosum       	     8	     -	     -	               -	               -	               -	        1.005078	
undulatum                 	     9	     -	     -	               -	               -	               -	        2.106471	
subsessile                	    10	     -	     -	               -	               -	               -	        2.222142	
tinoides 1                	    11	     -	     -	               -	               -	               -	        1.253764	
tinoides 2                	    12	     -	     -	               -	               -	               -	        1.796125	
lasiophyllum              	    13	     -	     -	               -	               -	               -	        1.290296	
triphyllum                	    14	     -	     -	               -	               -	               -	        2.395370	
pichinchense              	    15	     -	     -	               -	               -	               -	        1.505014	
jamesonii                 	    16	     -	     -	               -	               -	               -	        2.143178	
hallii                    	    17	     -	     -	               -	               -	               -	        1.817412	
toronis                   	    18	     -	     -	               -	               -	               -	        1.796268	
triphyllum new            	    19	     -	     -	               -	               -	               -	        2.096230	
reticulatum               	    20	     -	     -	               -	               -	               -	        1.928610	
ayavacense                	    21	     -	     -	               -	               -	               -	        3.090731	
seemenii                  	    22	     -	     -	               -	               -	               -	        3.144593	
dumatorum                 	    23	     -	     -	               -	               -	               -	        3.023994	
costaricanum              	    24	     -	     -	               -	               -	               -	        1.105503	
hartwegii                 	    25	     -	     -	               -	               -	               -	        1.077865	
obtusatum                 	    26	     -	     -	               -	               -	               -	        1.123495	
fuscum                    	    27	     -	     -	               -	               -	               -	        1.246000	
microphyllum              	    28	     -	     -	               -	               -	               -	        0.946285	
newsp.2                   	    29	     -	     -	               -	               -	               -	        0.881144	
membranaceum              	    30	     -	     -	               -	               -	               -	        1.207273	
newsp.1                   	    31	     -	     -	               -	               -	               -	        1.114647	
acutifolium               	    32	     -	     -	               -	               -	               -	        0.782118	
sulcatum                  	    33	     -	     -	               -	               -	               -	        0.853018	
tiliaefolium              	    34	     -	     -	               -	               -	               -	        0.853238	
hirsutum                  	    35	     -	     -	               -	               -	               -	        0.987878	
ciliatum                  	    36	     -	     -	               -	               -	               -	        1.105348	
microcarpum               	    37	     -	     -	               -	               -	               -	        0.812718	
caudatum                  	    38	     -	     -	               -	               -	               -	        1.130000	
stenocalyx                	    39	     -	     -	               -	               -	               -	        0.970318	
loeseneri                 	    40	     -	     -	               -	               -	               -	        0.891803	
