NodeLabel                 	NodeId	  Des1	  Des2	         RelTime	        CI_Lower	        CI_Upper	            Rate
disjunctum                	     1	     -	     -	               -	               -	               -	        1.337140	
discolor                  	     2	     -	     -	               -	               -	               -	        1.285402	
jucundum                  	     3	     -	     -	               -	               -	               -	        0.684863	
lautum                    	     4	     -	     -	               -	               -	               -	        0.755543	
blandum                   	     5	     -	     -	               -	               -	               -	        0.889011	
stellato-tomentosum       	     6	     -	     -	               -	               -	               -	        1.004235	
alpinum                   	     7	     -	     -	               -	               -	               -	        1.911082	
villosum                  	     8	     -	     -	               -	               -	               -	        1.158332	
obtusatum                 	     9	     -	     -	               -	               -	               -	        1.216769	
hartwegii                 	    10	     -	     -	               -	               -	               -	        1.142634	
costaricanum              	    11	     -	     -	               -	               -	               -	        1.188865	
reticulatum               	    12	     -	     -	               -	               -	               -	        1.996293	
ayavacense                	    13	     -	     -	               -	               -	               -	        3.372641	
triphyllum new            	    14	     -	     -	               -	               -	               -	        2.476696	
dumatorum                 	    15	     -	     -	               -	               -	               -	        3.243907	
seemenii                  	    16	     -	     -	               -	               -	               -	        3.451025	
toronis                   	    17	     -	     -	               -	               -	               -	        1.942863	
jamesonii                 	    18	     -	     -	               -	               -	               -	        2.302392	
hallii                    	    19	     -	     -	               -	               -	               -	        1.971391	
pichinchense              	    20	     -	     -	               -	               -	               -	        1.642284	
tinoides 1                	    21	     -	     -	               -	               -	               -	        1.361237	
undulatum                 	    22	     -	     -	               -	               -	               -	        2.314120	
subsessile                	    23	     -	     -	               -	               -	               -	        2.459413	
tinoides 2                	    24	     -	     -	               -	               -	               -	        1.951917	
triphyllum                	    25	     -	     -	               -	               -	               -	        2.564167	
lasiophyllum              	    26	     -	     -	               -	               -	               -	        1.375093	
fuscum                    	    27	     -	     -	               -	               -	               -	        1.222683	
microphyllum              	    28	     -	     -	               -	               -	               -	        0.943873	
newsp.1                   	    29	     -	     -	               -	               -	               -	        1.124502	
acutifolium               	    30	     -	     -	               -	               -	               -	        0.809738	
newsp.2                   	    31	     -	     -	               -	               -	               -	        0.897009	
membranaceum              	    32	     -	     -	               -	               -	               -	        1.204514	
sulcatum                  	    33	     -	     -	               -	               -	               -	        0.851082	
stenocalyx                	    34	     -	     -	               -	               -	               -	        0.982213	
loeseneri                 	    35	     -	     -	               -	               -	               -	        0.888998	
microcarpum               	    36	     -	     -	               -	               -	               -	        0.789031	
caudatum                  	    37	     -	     -	               -	               -	               -	        1.135660	
hirsutum                  	    38	     -	     -	               -	               -	               -	        1.100785	
ciliatum                  	    39	     -	     -	               -	               -	               -	        1.174391	
tiliaefolium              	    40	     -	     -	               -	               -	               -	        0.860965	
