dentatum	0
loeseneri	10
stenocalyx	10
tiliaefolium	5
microcarpum	10
caudatum	10
ciliatum	0
hirsutum	10
sulcatum	0
fuscum	57
microphyllum	49
acutifolium	50
newsp.1	10
membranaceum	67
newsp.2	10
discolor	10
disjunctum	53
blandum	50
lautum	0
jucundum	10
stellato-tomentosum	0
alpinum	0
villosum	0
obtusatum	0
hartwegii	0
costaricanum	0
tinoides_1	0
undulatum	0
subsessile	0
tinoides_2	0
triphyllum	0
lasiophyllum	0
pichinchense	0
jamesonii	0
hallii	0
toronis	0
seemenii	0
dumatorum	0
reticulatum	0
triphyllum_new	0
ayavacense	0
