dentatum	4
loeseneri	8
stenocalyx	34
tiliaefolium	56
microcarpum	8
caudatum	8
ciliatum	37
hirsutum	8
sulcatum	50
fuscum	35
microphyllum	0
acutifolium	0
newsp.1	2
membranaceum	29
newsp.2	2
discolor	0
disjunctum	0
blandum	0
lautum	0
jucundum	0
stellato-tomentosum	0
alpinum	0
villosum	0
obtusatum	0
hartwegii	0
costaricanum	0
tinoides_1	0
undulatum	0
subsessile	0
tinoides_2	0
triphyllum	0
lasiophyllum	0
pichinchense	0
jamesonii	0
hallii	0
toronis	0
seemenii	0
dumatorum	0
reticulatum	0
triphyllum_new	0
ayavacense	0
