dentatum	6
loeseneri	0
stenocalyx	37
tiliaefolium	71
microcarpum	4
caudatum	4
ciliatum	4
hirsutum	4
sulcatum	4
fuscum	0
microphyllum	61
acutifolium	4
newsp.1	9
membranaceum	37
newsp.2	4
discolor	4
disjunctum	17
blandum	4
lautum	16
jucundum	4
stellato-tomentosum	4
alpinum	4
villosum	5
obtusatum	4
hartwegii	1
costaricanum	16
tinoides_1	4
undulatum	4
subsessile	4
tinoides_2	4
triphyllum	4
lasiophyllum	4
pichinchense	4
jamesonii	4
hallii	4
toronis	4
seemenii	4
dumatorum	17
reticulatum	4
triphyllum_new	4
ayavacense	4
