dentatum	1
loeseneri	26
stenocalyx	44
tiliaefolium	4
microcarpum	61
caudatum	4
ciliatum	4
hirsutum	4
sulcatum	4
fuscum	61
microphyllum	31
acutifolium	71
newsp.1	22
membranaceum	4
newsp.2	17
discolor	4
disjunctum	4
blandum	37
lautum	18
jucundum	4
stellato-tomentosum	55
alpinum	22
villosum	4
obtusatum	71
hartwegii	4
costaricanum	4
tinoides_1	4
undulatum	4
subsessile	4
tinoides_2	4
triphyllum	4
lasiophyllum	22
pichinchense	4
jamesonii	4
hallii	4
toronis	4
seemenii	4
dumatorum	4
reticulatum	4
triphyllum_new	4
ayavacense	52
