dentatum	67
loeseneri	12
stenocalyx	12
tiliaefolium	12
microcarpum	12
caudatum	12
ciliatum	78
hirsutum	74
sulcatum	72
fuscum	12
microphyllum	12
acutifolium	12
newsp.1	12
membranaceum	68
newsp.2	68
discolor	12
disjunctum	74
blandum	75
lautum	12
jucundum	12
stellato-tomentosum	76
alpinum	3
villosum	3
obtusatum	74
hartwegii	12
costaricanum	12
tinoides_1	72
undulatum	12
subsessile	12
tinoides_2	12
triphyllum	12
lasiophyllum	68
pichinchense	2
jamesonii	2
hallii	2
toronis	17
seemenii	2
dumatorum	2
reticulatum	2
triphyllum_new	2
ayavacense	2
