dentatum	67
loeseneri	10
stenocalyx	10
tiliaefolium	11
microcarpum	11
caudatum	11
ciliatum	61
hirsutum	66
sulcatum	0
fuscum	20
microphyllum	0
acutifolium	0
newsp.1	0
membranaceum	0
newsp.2	0
discolor	9
disjunctum	42
blandum	9
lautum	0
jucundum	9
stellato-tomentosum	0
alpinum	9
villosum	9
obtusatum	57
hartwegii	9
costaricanum	9
tinoides_1	9
undulatum	9
subsessile	44
tinoides_2	76
triphyllum	44
lasiophyllum	9
pichinchense	9
jamesonii	9
hallii	9
toronis	11
seemenii	11
dumatorum	11
reticulatum	11
triphyllum_new	63
ayavacense	58
