dentatum	1
loeseneri	1
stenocalyx	1
tiliaefolium	1
microcarpum	1
caudatum	1
ciliatum	1
hirsutum	1
sulcatum	64
fuscum	40
microphyllum	33
acutifolium	7
newsp.1	7
membranaceum	7
newsp.2	7
discolor	7
disjunctum	47
blandum	7
lautum	30
jucundum	28
stellato-tomentosum	7
alpinum	32
villosum	7
obtusatum	7
hartwegii	7
costaricanum	7
tinoides_1	10
undulatum	50
subsessile	53
tinoides_2	10
triphyllum	10
lasiophyllum	10
pichinchense	7
jamesonii	7
hallii	7
toronis	7
seemenii	7
dumatorum	7
reticulatum	7
triphyllum_new	7
ayavacense	7
