dentatum	32
loeseneri	41
stenocalyx	1
tiliaefolium	68
microcarpum	19
caudatum	1
ciliatum	34
hirsutum	1
sulcatum	49
fuscum	16
microphyllum	1
acutifolium	68
newsp.1	1
membranaceum	1
newsp.2	1
discolor	1
disjunctum	1
blandum	1
lautum	38
jucundum	1
stellato-tomentosum	10
alpinum	1
villosum	62
obtusatum	1
hartwegii	49
costaricanum	68
tinoides_1	1
undulatum	1
subsessile	1
tinoides_2	19
triphyllum	49
lasiophyllum	1
pichinchense	2
jamesonii	34
hallii	1
toronis	1
seemenii	1
dumatorum	1
reticulatum	1
triphyllum_new	1
ayavacense	1
