dentatum	18
loeseneri	30
stenocalyx	18
tiliaefolium	18
microcarpum	14
caudatum	3
ciliatum	30
hirsutum	14
sulcatum	15
fuscum	30
microphyllum	3
acutifolium	3
newsp.1	3
membranaceum	51
newsp.2	3
discolor	3
disjunctum	3
blandum	3
lautum	3
jucundum	18
stellato-tomentosum	51
alpinum	3
villosum	3
obtusatum	3
hartwegii	3
costaricanum	3
tinoides_1	3
undulatum	3
subsessile	3
tinoides_2	3
triphyllum	51
lasiophyllum	3
pichinchense	3
jamesonii	3
hallii	3
toronis	3
seemenii	3
dumatorum	3
reticulatum	3
triphyllum_new	3
ayavacense	3
