dentatum	71
loeseneri	44
stenocalyx	4
tiliaefolium	4
microcarpum	4
caudatum	4
ciliatum	4
hirsutum	4
sulcatum	4
fuscum	16
microphyllum	4
acutifolium	4
newsp.1	4
membranaceum	4
newsp.2	52
discolor	17
disjunctum	26
blandum	4
lautum	18
jucundum	0
stellato-tomentosum	0
alpinum	1
villosum	16
obtusatum	72
hartwegii	32
costaricanum	19
tinoides_1	5
undulatum	5
subsessile	5
tinoides_2	5
triphyllum	5
lasiophyllum	5
pichinchense	22
jamesonii	5
hallii	5
toronis	5
seemenii	32
dumatorum	5
reticulatum	20
triphyllum_new	5
ayavacense	5
