dentatum	9
loeseneri	71
stenocalyx	3
tiliaefolium	9
microcarpum	9
caudatum	9
ciliatum	9
hirsutum	42
sulcatum	14
fuscum	36
microphyllum	3
acutifolium	3
newsp.1	3
membranaceum	70
newsp.2	36
discolor	3
disjunctum	3
blandum	3
lautum	25
jucundum	3
stellato-tomentosum	3
alpinum	3
villosum	3
obtusatum	3
hartwegii	18
costaricanum	3
tinoides_1	10
undulatum	10
subsessile	10
tinoides_2	10
triphyllum	10
lasiophyllum	10
pichinchense	36
jamesonii	3
hallii	3
toronis	3
seemenii	3
dumatorum	3
reticulatum	3
triphyllum_new	3
ayavacense	3
