Iteration	Posterior	Likelihood	Prior	clado_event_probs[1]	clado_event_probs[2]	dispersal_rate	extirpation_rate	p_allopatry	p_sympatry	r_morph
463	-144.561	-148.8015	4.240497	0.0116445	0.988356	0.004834752	0.009094501	0.9883555	0.01164448	0.2527966
464	-150.5599	-152.7503	2.190385	0.0116445	0.988356	0.01347734	0.02923173	0.9883555	0.01164448	0.429028
465	-149.6472	-151.8533	2.206082	0.0596903	0.94031	0.01190768	0.02923173	0.9403097	0.05969035	0.429028
466	-145.0003	-147.5628	2.56255	0.0485663	0.951434	0.004357087	0.001135494	0.9514337	0.04856628	0.429028
467	-143.9329	-148.3609	4.427997	0.039593	0.960407	0.005147464	0.005941268	0.960407	0.03959304	0.2368871
468	-143.9418	-147.9941	4.052312	0.039593	0.960407	0.008172062	0.005941268	0.960407	0.03959304	0.271431
469	-145.4307	-148.3864	2.955726	0.131036	0.868964	0.00470209	0.005941268	0.8689642	0.1310358	0.3845596
470	-145.0515	-148.0203	2.96879	0.131036	0.868964	0.007582059	0.005318736	0.8689642	0.1310358	0.3809957
471	-146.1717	-149.7467	3.574981	0.251004	0.748996	0.008156448	0.005318736	0.7489963	0.2510037	0.3198023
472	-145.2352	-148.8854	3.65024	0.251004	0.748996	0.005489558	0.0004596487	0.7489963	0.2510037	0.3198023
473	-145.7364	-149.3347	3.598228	0.251004	0.748996	0.005530595	0.00561981	0.7489963	0.2510037	0.3198023
474	-148.8133	-154.2515	5.438255	0.251004	0.748996	0.009843474	0.00561981	0.7489963	0.2510037	0.1314868
475	-145.9372	-148.581	2.643855	0.118525	0.881475	0.004248724	0.00561981	0.8814753	0.1185247	0.4165215
476	-144.1621	-147.5857	3.423589	0.0678685	0.932131	0.004720251	0.001699437	0.9321315	0.06786853	0.341997
477	-143.3793	-147.3066	3.927261	0.0678685	0.932131	0.006718519	0.001699437	0.9321315	0.06786853	0.2896315
478	-143.3219	-147.9121	4.590242	0.0678685	0.932131	0.006718519	0.001699437	0.9321315	0.06786853	0.2233333
479	-146.6431	-147.5695	0.9264434	0.149546	0.850454	0.006644189	0.003012507	0.8504544	0.1495456	0.5884745
480	-149.2077	-151.1666	1.958928	0.330637	0.669363	0.003969989	0.007714471	0.6693633	0.3306367	0.4831982
481	-146.2326	-151.1497	4.917145	0.167391	0.832609	0.003969989	0.007714471	0.8326093	0.1673907	0.1873766
482	-149.7174	-155.4153	5.697804	0.272866	0.727134	0.006078291	0.0108327	0.7271343	0.2728657	0.1040842
483	-147.8729	-153.3951	5.522209	0.272866	0.727134	0.006772415	0.005854627	0.7271343	0.2728657	0.1259275
484	-147.0618	-150.6504	3.588573	0.195211	0.804789	0.005948851	0.02311561	0.8047889	0.1952111	0.3028537
485	-147.2607	-150.8618	3.601037	0.131144	0.868856	0.004702476	0.02311561	0.8688558	0.1311442	0.3028537
486	-147.6976	-151.1609	3.463342	0.0659129	0.934087	0.009194142	0.03239342	0.9340871	0.06591291	0.3028537
487	-149.8797	-153.4657	3.585988	0.0659129	0.934087	0.01467291	0.01465004	0.9340871	0.06591291	0.3028537
488	-145.5781	-148.4667	2.888568	0.0659129	0.934087	0.00589424	0.01465004	0.9340871	0.06591291	0.3813744
489	-143.9692	-149.1582	5.188938	0.0659129	0.934087	0.007225279	0.0002466164	0.9340871	0.06591291	0.1644098
490	-146.2991	-151.0991	4.800009	0.179299	0.820701	0.007225279	0.01705956	0.820701	0.179299	0.1864898
491	-144.7735	-149.1956	4.422131	0.179299	0.820701	0.006870653	0.006457423	0.820701	0.179299	0.2352344
492	-146.2666	-150.6322	4.365537	0.198661	0.801339	0.009335784	0.009651675	0.8013387	0.1986613	0.2352344
493	-146.0863	-147.6633	1.577061	0.177872	0.822128	0.00650837	0.0004722868	0.822128	0.177872	0.5260888
494	-144.7042	-147.8311	3.126861	0.177872	0.822128	0.006132544	0.0004722868	0.822128	0.177872	0.3714846
495	-143.5734	-148.0938	4.520362	0.00883508	0.991165	0.008738129	0.001174585	0.9911649	0.008835078	0.2288266
496	-143.826	-147.084	3.258061	0.00883508	0.991165	0.005002809	0.0005484188	0.9911649	0.008835078	0.3594182
497	-146.8755	-146.7647	-0.1107718	0.0805868	0.919413	0.006028339	0.001267806	0.9194132	0.08058676	0.6945566
498	-144.2191	-148.5026	4.283535	0.109575	0.890425	0.008356881	0.002219334	0.8904251	0.1095749	0.2518458
499	-144.1375	-148.6941	4.556615	0.109575	0.890425	0.006348356	0.006493588	0.8904251	0.1095749	0.2222721
500	-146.552	-149.7938	3.241885	0.109575	0.890425	0.005657997	0.02164745	0.8904251	0.1095749	0.3392815
501	-144.2583	-147.9996	3.741324	0.109575	0.890425	0.00671183	0.006381036	0.8904251	0.1095749	0.3035503
502	-145.2586	-150.1066	4.84807	0.109575	0.890425	0.009105848	0.006381036	0.8904251	0.1095749	0.1904817
503	-143.4031	-147.2537	3.850509	0.0876153	0.912385	0.006513979	0.0002670696	0.9123847	0.08761531	0.2989436
504	-145.4047	-147.6192	2.21444	0.0876153	0.912385	0.006513979	0.007936978	0.9123847	0.08761531	0.4548806
505	-147.422	-149.3699	1.947913	0.194469	0.805531	0.006658187	0.01617839	0.8055311	0.1944689	0.4731477
506	-147.5998	-149.5465	1.946756	0.0992099	0.90079	0.004784418	0.01816787	0.9007901	0.09920992	0.4731477
507	-146.9035	-151.1794	4.275911	0.0693406	0.930659	0.009624042	0.02552482	0.9306594	0.06934061	0.2280356
508	-145.6546	-150.0913	4.436723	0.048903	0.951097	0.01063877	0.008428856	0.951097	0.04890295	0.2280356
509	-144.8527	-147.7218	2.869156	0.0206372	0.979363	0.00829195	0.008428856	0.9793628	0.02063718	0.3871391
510	-144.039	-148.6819	4.642874	0.0206372	0.979363	0.005784565	0.008428856	0.9793628	0.02063718	0.2122747
511	-144.1873	-148.8339	4.646603	0.0206372	0.979363	0.005411621	0.008428856	0.9793628	0.02063718	0.2122747
512	-145.9217	-148.6533	2.731632	0.0334323	0.966568	0.007939801	0.01769505	0.9665677	0.03343228	0.3919774
513	-145.7312	-147.1947	1.463501	0.0481908	0.951809	0.00502541	0.003215235	0.9518092	0.04819083	0.5361848
514	-144.8246	-149.526	4.701402	0.0688841	0.931116	0.00964787	0.003215235	0.9311159	0.06888406	0.2077722
515	-145.6782	-147.2172	1.538975	0.106027	0.893973	0.007603832	0.0002722107	0.8939732	0.1060268	0.529002
516	-143.713	-148.6268	4.913758	0.106027	0.893973	0.006219669	0.0007331598	0.8939732	0.1060268	0.1924469
517	-145.3555	-147.9483	2.592778	0.106027	0.893973	0.008826393	0.0005381156	0.8939732	0.1060268	0.4221333
518	-145.7002	-147.9395	2.239359	0.0125382	0.987462	0.003926851	0.0004029705	0.9874618	0.0125382	0.4625098
519	-146.3363	-148.4572	2.120901	0.0777413	0.922259	0.004895081	0.01128053	0.9222587	0.0777413	0.4625098
520	-145.3305	-150.2323	4.901744	0.0777413	0.922259	0.004895081	0.01128053	0.9222587	0.0777413	0.1844255
521	-145.8216	-149.4561	3.634483	0.13688	0.86312	0.007764596	0.01677937	0.8631198	0.1368802	0.3027833
522	-144.0537	-149.0363	4.982646	0.13688	0.86312	0.006083374	0.0006125615	0.8631198	0.1368802	0.185815
523	-145.0384	-146.7225	1.684079	0.0440397	0.95596	0.007449085	0.0008362266	0.9559603	0.04403973	0.5140823
524	-143.615	-147.642	4.026919	0.0542613	0.945739	0.007449085	0.004006025	0.9457387	0.05426129	0.2766285
525	-144.6642	-149.5664	4.902244	0.0403481	0.959652	0.00424146	0.004006025	0.9596519	0.04034813	0.1923036
526	-144.6879	-149.9231	5.235227	0.0645607	0.935439	0.005137463	0.004006025	0.9354393	0.06456071	0.1581093
527	-147.432	-148.8493	1.417294	0.07146	0.92854	0.00970255	0.01166763	0.92854	0.07145999	0.5276759
528	-144.7751	-148.2385	3.463446	0.0555871	0.944413	0.005774602	0.01166763	0.9444129	0.0555871	0.3269886
529	-145.3731	-149.7708	4.39769	0.044812	0.955188	0.01093062	0.001541858	0.955188	0.04481203	0.2385341
530	-146.1167	-149.9262	3.809541	0.275718	0.724282	0.004747224	0.004570933	0.7242824	0.2757176	0.3005032
531	-146.0389	-149.8212	3.782288	0.275718	0.724282	0.007472518	0.004570933	0.7242824	0.2757176	0.3005032
532	-145.6793	-149.3283	3.64901	0.181809	0.818191	0.005003125	0.01004287	0.8181913	0.1818087	0.3108285
533	-146.5952	-150.2206	3.625395	0.284688	0.715312	0.007364668	0.01004287	0.7153118	0.2846882	0.3108285
534	-145.3717	-149.1055	3.733791	0.265566	0.734434	0.005769091	0.0007987888	0.7344344	0.2655656	0.3108285
535	-145.5946	-149.3315	3.736984	0.283947	0.716053	0.005769091	0.000479582	0.7160533	0.2839467	0.3108285
536	-145.4146	-149.7431	4.328565	0.250211	0.749789	0.007349847	0.003169287	0.749789	0.250211	0.2473999
537	-144.7034	-148.7116	4.008159	0.219365	0.780635	0.006299177	0.001188323	0.7806349	0.2193651	0.2824721
538	-143.3015	-147.3097	4.008159	0.0720306	0.927969	0.006299177	0.001188323	0.9279694	0.07203064	0.2824721
539	-144.8801	-147.9529	3.072747	0.0084643	0.991536	0.006853264	0.0126771	0.9915357	0.008464295	0.3639705
540	-143.5443	-147.5408	3.996506	0.0560358	0.943964	0.006853264	0.004220799	0.9439642	0.05603585	0.2800509
541	-143.8071	-147.2966	3.48945	0.0560358	0.943964	0.006853264	0.004220799	0.9439642	0.05603585	0.3307564
542	-143.9127	-148.6882	4.775495	0.0920807	0.907919	0.006853264	0.004220799	0.9079193	0.09208072	0.202152
543	-147.6358	-152.3561	4.720253	0.0920807	0.907919	0.01264657	0.002336767	0.9079193	0.09208072	0.2037669
544	-148.5988	-152.2495	3.65069	0.0606436	0.939356	0.01264657	0.02313445	0.9393564	0.06064363	0.2899255
545	-145.4891	-147.4849	1.995879	0.0606436	0.939356	0.007794001	0.00662574	0.9393564	0.06064363	0.4767679
546	-144.9067	-148.6842	3.777573	0.152767	0.847233	0.007794001	0.00662574	0.847233	0.152767	0.2985985
547	-145.0205	-148.8276	3.807056	0.152767	0.847233	0.004845751	0.00662574	0.847233	0.152767	0.2985985
548	-146.5966	-149.4422	2.845574	0.246403	0.753597	0.004845751	0.00662574	0.7535974	0.2464026	0.3947467
549	-146.7218	-149.5267	2.804941	0.182022	0.817978	0.004525597	0.01100914	0.8179778	0.1820222	0.3947467
550	-145.7326	-150.0495	4.316866	0.182022	0.817978	0.004645103	0.01027756	0.8179778	0.1820222	0.2441663
551	-147.8165	-148.83	1.013579	0.182022	0.817978	0.007878889	0.01027756	0.8179778	0.1820222	0.5712611
552	-147.5991	-149.6587	2.059578	0.197614	0.802386	0.008629059	0.01378256	0.8023861	0.1976139	0.4624061
553	-147.4855	-149.4691	1.983527	0.102107	0.897893	0.008207472	0.02180926	0.897893	0.102107	0.4624061
554	-145.7896	-147.9959	2.206279	0.0852297	0.91477	0.004309507	0.003432088	0.9147703	0.08522973	0.4624061
555	-145.9312	-148.147	2.215804	0.217573	0.782427	0.006304561	0.0004845102	0.7824275	0.2175725	0.4624061
556	-146.6814	-148.5478	1.866363	0.217573	0.782427	0.006304561	0.005622955	0.7824275	0.2175725	0.4922117
557	-145.5912	-150.2022	4.61099	0.217573	0.782427	0.004648135	0.005997627	0.7824275	0.2175725	0.2190308
558	-144.3727	-148.9839	4.611248	0.010117	0.989883	0.00462225	0.005997627	0.989883	0.010117	0.2190308
559	-145.059	-149.9761	4.917099	0.010117	0.989883	0.008620958	0.01193165	0.989883	0.010117	0.178513
560	-145.1844	-149.7206	4.53612	0.0708886	0.929111	0.008620958	0.0136818	0.9291114	0.07088856	0.2148607
561	-145.8958	-150.9972	5.101397	0.0708886	0.929111	0.008376636	0.0136818	0.9291114	0.07088856	0.1585773
562	-144.9238	-150.1046	5.180718	0.0491798	0.95082	0.008683621	0.004448036	0.9508202	0.04917983	0.1595721
563	-147.3418	-152.5217	5.17989	0.0491798	0.95082	0.01211679	0.001097635	0.9508202	0.04917983	0.1595721
564	-143.3006	-146.8955	3.594909	0.0491798	0.95082	0.006407855	0.0005313394	0.9508202	0.04917983	0.3243454
565	-145.0953	-148.6428	3.547545	0.196127	0.803873	0.006000549	0.00567506	0.8038729	0.1961271	0.3243454
566	-151.0366	-154.2969	3.260332	0.19168	0.80832	0.01392697	0.02515178	0.8083196	0.1916804	0.3256636
567	-152.5563	-154.0038	1.447491	0.194599	0.805401	0.01392697	0.02515178	0.8054014	0.1945986	0.5069477
568	-147.0657	-148.7778	1.712091	0.194599	0.805401	0.005024064	0.00759469	0.8054014	0.1945986	0.5069477
569	-144.9124	-148.3113	3.398869	0.146423	0.853577	0.006030689	0.00759469	0.8535766	0.1464234	0.3372633
570	-146.3017	-149.6617	3.36001	0.146423	0.853577	0.009916499	0.00759469	0.8535766	0.1464234	0.3372633
571	-143.0978	-147.4962	4.39835	0.0341271	0.965873	0.006916573	0.001706039	0.9658729	0.03412709	0.242318
572	-143.8551	-148.2074	4.352387	0.0341271	0.965873	0.008388588	0.004830291	0.9658729	0.03412709	0.242318
573	-146.612	-151.4139	4.80187	0.18162	0.81838	0.009033422	0.01406143	0.8183802	0.1816198	0.1874937
574	-145.7964	-149.0534	3.256962	0.117862	0.882138	0.005524093	0.01508737	0.8821383	0.1178617	0.3444679
575	-146.2313	-149.5423	3.310978	0.259133	0.740867	0.006572335	0.008637569	0.7408672	0.2591328	0.3444679
576	-146.549	-149.8274	3.278394	0.259133	0.740867	0.006632133	0.0118361	0.7408672	0.2591328	0.3444679
577	-147.3599	-152.2948	4.934943	0.25319	0.74681	0.004039061	0.01026387	0.7468096	0.2531904	0.1829783
578	-146.0002	-149.507	3.506785	0.169102	0.830898	0.007749182	0.0151696	0.830898	0.169102	0.3171782
579	-145.6502	-149.3404	3.690231	0.169102	0.830898	0.005751986	0.01340973	0.830898	0.169102	0.3025907
580	-145.5231	-149.3273	3.804157	0.272229	0.727771	0.005751986	0.00201713	0.7277707	0.2722293	0.3025907
581	-147.5989	-148.5955	0.9966284	0.151964	0.848036	0.005656815	0.0119682	0.8480357	0.1519643	0.5734877
582	-146.3792	-148.5899	2.210783	0.13946	0.86054	0.005656815	0.0119682	0.8605404	0.1394596	0.4520722
583	-143.9804	-148.8011	4.82063	0.0226394	0.977361	0.008410361	0.004294391	0.9773606	0.02263935	0.1960077
584	-144.2253	-149.044	4.818731	0.0577102	0.94229	0.008410361	0.004484326	0.9422898	0.05771023	0.1960077
585	-146.9199	-151.7465	4.826663	0.319148	0.680852	0.004643737	0.005697002	0.6808522	0.3191478	0.1977685
586	-147.2107	-152.0413	4.83061	0.319148	0.680852	0.004249009	0.005697002	0.6808522	0.3191478	0.1977685
587	-149.1783	-154.4377	5.25943	0.330735	0.669265	0.009947272	0.003314696	0.6692649	0.3307351	0.1515706
588	-146.6403	-151.6241	4.983806	0.261306	0.738694	0.008856634	0.001245976	0.7386939	0.2613061	0.1822923
589	-146.534	-148.8697	2.335684	0.261306	0.738694	0.005186799	0.001245976	0.7386939	0.2613061	0.4507744
590	-146.2479	-149.1186	2.870647	0.261306	0.738694	0.00739007	0.001245976	0.7386939	0.2613061	0.3950747
591	-146.7755	-152.0721	5.296695	0.275082	0.724918	0.006273675	0.004822036	0.7249182	0.2750818	0.1500103
592	-144.9286	-147.9835	3.054807	0.134877	0.865123	0.005320101	0.004822036	0.8651231	0.1348769	0.3751527
593	-145.8273	-149.4606	3.633338	0.200618	0.799382	0.008093473	0.009442081	0.7993822	0.2006178	0.3099061
594	-147.1732	-148.9275	1.754276	0.200014	0.799986	0.004140315	0.002897228	0.799986	0.200014	0.5083104
595	-144.5341	-149.855	5.320875	0.104911	0.895089	0.005456099	0.0003468916	0.8950887	0.1049113	0.152885
596	-148.179	-153.225	5.046041	0.104911	0.895089	0.005456099	0.02783027	0.8950887	0.1049113	0.152885
597	-145.2349	-148.8403	3.605325	0.104911	0.895089	0.004803243	0.01005361	0.8950887	0.1049113	0.3153862
598	-144.6979	-149.3351	4.637208	0.104911	0.895089	0.009220225	0.001408042	0.8950887	0.1049113	0.2164264
599	-145.902	-150.3639	4.461848	0.182361	0.817639	0.00667618	0.01634266	0.8176387	0.1823613	0.2215719
600	-145.4138	-149.8326	4.418841	0.00508486	0.994915	0.008498821	0.01882078	0.9949151	0.005084856	0.2215719
601	-144.3448	-148.3415	3.996689	0.0720491	0.927951	0.006681799	0.01060136	0.9279509	0.07204907	0.2738235
602	-144.2376	-148.2249	3.987274	0.0528112	0.947189	0.006681799	0.01060136	0.9471888	0.05281118	0.2747649
603	-146.9458	-149.7691	2.823254	0.272052	0.727948	0.00679753	0.01060136	0.7279481	0.2720519	0.3910513
604	-148.0542	-150.8837	2.829513	0.341952	0.658048	0.0052648	0.01150816	0.6580476	0.3419524	0.3910513
605	-147.4854	-152.7026	5.217168	0.271517	0.728483	0.005318857	0.01150816	0.7284829	0.2715171	0.1522317
606	-146.3885	-148.2537	1.865219	0.123162	0.876838	0.006260823	0.01150816	0.8768383	0.1231617	0.4864847
607	-147.3556	-149.1122	1.75653	0.0238859	0.976114	0.009234629	0.01940328	0.9761141	0.02388588	0.4864847
608	-147.7509	-152.2363	4.485366	0.141636	0.858364	0.006303738	0.03173674	0.858364	0.141636	0.2041984
609	-144.5988	-147.4579	2.859082	0.0707285	0.929272	0.007204966	0.005955186	0.9292715	0.07072847	0.3917071
610	-149.193	-149.0875	-0.105559	0.0639885	0.936012	0.01008594	0.01331491	0.9360115	0.06398849	0.6779306
611	-144.9032	-149.6823	4.779163	0.0562136	0.943786	0.005959988	0.01331491	0.9437864	0.05621363	0.1935843
612	-145.5187	-148.1731	2.654479	0.0562136	0.943786	0.007580952	0.01331491	0.9437864	0.05621363	0.4044317
613	-146.0169	-149.316	3.299028	0.247641	0.752359	0.006346756	0.007770664	0.7523593	0.2476407	0.3467553
614	-147.5406	-150.719	3.178303	0.228716	0.771284	0.009219642	0.01697028	0.7712837	0.2287163	0.3467553
615	-146.328	-150.1767	3.848692	0.261442	0.738558	0.007183654	0.01190334	0.7385582	0.2614418	0.2868193
616	-144.8953	-148.7597	3.864395	0.100115	0.899885	0.005613396	0.01190334	0.8998853	0.1001147	0.2868193
617	-144.0206	-147.9286	3.908004	0.0417011	0.958299	0.005613396	0.007542391	0.9582989	0.0417011	0.2868193
618	-144.5106	-148.3997	3.889128	0.116463	0.883537	0.007501026	0.007542391	0.8835368	0.1164632	0.2868193
619	-144.3737	-148.2697	3.896055	0.116463	0.883537	0.00680835	0.007542391	0.8835368	0.1164632	0.2868193
620	-146.8216	-151.1703	4.348712	0.116463	0.883537	0.008134882	0.02658016	0.8835368	0.1164632	0.2211893
621	-145.1544	-149.6455	4.4911	0.116463	0.883537	0.008067204	0.012409	0.8835368	0.1164632	0.2211893
622	-143.5385	-148.1206	4.58209	0.0341676	0.965832	0.006152899	0.005224323	0.9658324	0.03416763	0.2211893
623	-146.4249	-150.8959	4.471039	0.230903	0.769097	0.00602456	0.01645781	0.7690969	0.2309031	0.2211893
624	-145.124	-149.7042	4.580182	0.230903	0.769097	0.007279781	0.00225687	0.7690969	0.2309031	0.2232207
625	-145.8358	-150.2913	4.455483	0.168291	0.831709	0.005873754	0.01613277	0.8317086	0.1682914	0.2232207
626	-143.4374	-148.0741	4.636721	0.0525926	0.947407	0.006022599	0.003361627	0.9474074	0.0525926	0.2177192
627	-145.4812	-150.0856	4.604432	0.170404	0.829596	0.009167736	0.003445384	0.8295958	0.1704042	0.2177192
628	-143.6725	-148.3353	4.662886	0.128163	0.871837	0.006355895	0.0004119103	0.8718369	0.1281631	0.2177192
629	-144.7185	-149.3134	4.594891	0.16458	0.83542	0.006355895	0.007211324	0.8354204	0.1645796	0.2177192
630	-147.8251	-151.765	3.93992	0.16458	0.83542	0.01112374	0.01867216	0.8354204	0.1645796	0.2669876
631	-147.2602	-149.2107	1.950504	0.0861363	0.913864	0.006867055	0.02199363	0.9138637	0.08613634	0.4668645
632	-147.0157	-148.9615	1.945796	0.0246847	0.975315	0.007337883	0.02199363	0.9753153	0.02468473	0.4668645
633	-144.3978	-146.5636	2.16586	0.0246847	0.975315	0.006182596	0.001142516	0.9753153	0.02468473	0.4668645
634	-144.6702	-146.8487	2.178437	0.0192556	0.980744	0.005154344	0.0009130647	0.9807444	0.01925561	0.4668645
635	-146.2015	-148.2098	2.008238	0.0291339	0.970866	0.007536038	0.01555127	0.9708661	0.02913392	0.4668645
636	-145.4439	-146.9972	1.553329	0.0291339	0.970866	0.00542799	0.003697963	0.9708661	0.02913392	0.5263167
637	-143.9857	-147.231	3.245327	0.0044664	0.995534	0.00542799	0.003697963	0.9955336	0.004466396	0.3571169
638	-143.8771	-147.1044	3.227309	0.0358497	0.96415	0.007229807	0.003697963	0.9641503	0.03584972	0.3571169
639	-144.1764	-147.44	3.263603	0.113102	0.886898	0.005589108	0.001709272	0.8868984	0.1131016	0.3571169
640	-144.2878	-147.5293	3.241501	0.0660621	0.933938	0.008440227	0.001068343	0.9339379	0.06606212	0.3571169
641	-144.1291	-147.3784	3.249336	0.0914875	0.908513	0.005734186	0.002990855	0.9085125	0.09148747	0.3571169
642	-144.1256	-147.0937	2.968069	0.0914875	0.908513	0.006597262	0.001217598	0.9085125	0.09148747	0.3861538
643	-145.2593	-148.1912	2.931913	0.175744	0.824256	0.006597262	0.00483316	0.8242556	0.1757444	0.3861538
644	-145.7507	-147.7502	1.99947	0.175744	0.824256	0.006623211	0.001184895	0.8242556	0.1757444	0.4830205
645	-146.0971	-147.7774	1.680337	0.18496	0.81504	0.006106794	0.001184895	0.8150401	0.1849599	0.5154502
646	-147.594	-152.8772	5.28324	0.269779	0.730221	0.0052241	0.01070559	0.7302214	0.2697786	0.1465219
647	-146.3991	-151.5698	5.170693	0.203756	0.796244	0.008937723	0.002541975	0.7962439	0.2037561	0.1622265
648	-144.9513	-148.9181	3.966826	0.1402	0.8598	0.008937723	0.002541975	0.8598002	0.1401998	0.2826132
649	-143.506	-146.9528	3.446872	0.0295902	0.97041	0.006699784	0.00252149	0.9704098	0.02959019	0.3368671
650	-144.5749	-149.6908	5.115852	0.153868	0.846132	0.006699784	0.001234898	0.8461317	0.1538683	0.1712556
651	-146.3866	-148.0163	1.629715	0.206342	0.793658	0.006177212	0.001234898	0.7936576	0.2063424	0.5203919
652	-148.2862	-150.8145	2.528335	0.0381398	0.96186	0.006544877	0.03433188	0.9618602	0.0381398	0.3970652
653	-145.1328	-147.6351	2.50226	0.0381398	0.96186	0.006544877	0.01028637	0.9618602	0.0381398	0.4237183
654	-144.0758	-147.9198	3.843997	0.0981616	0.901838	0.006544877	0.006080036	0.9018384	0.0981616	0.2937509
655	-144.2415	-147.1734	2.931861	0.00616258	0.993837	0.006316101	0.006080036	0.9938374	0.006162584	0.3851933
656	-144.6543	-147.5538	2.899498	0.00616258	0.993837	0.006316101	0.009316302	0.9938374	0.006162584	0.3851933
657	-144.6248	-149.2107	4.585966	0.0668577	0.933142	0.005010915	0.009316302	0.9331423	0.06685774	0.2178517
658	-145.4246	-149.2217	3.797125	0.0316465	0.968354	0.009682456	0.01321794	0.9683535	0.03164647	0.2881626
659	-143.7926	-147.7431	3.950485	0.120459	0.879541	0.005786942	0.00177747	0.8795406	0.1204594	0.2881626
660	-146.1811	-150.6401	4.458973	0.27876	0.72124	0.004990683	0.007240685	0.7212401	0.2787599	0.2326468
661	-145.0139	-149.4731	4.459108	0.166395	0.833605	0.004977206	0.007240685	0.8336049	0.1663951	0.2326468
662	-147.1666	-151.9662	4.799611	0.175456	0.824544	0.008547549	0.02134149	0.8245436	0.1754564	0.1809253
663	-147.1828	-151.252	4.06925	0.175456	0.824544	0.008547549	0.02533471	0.8245436	0.1754564	0.2499683
664	-147.0973	-152.6848	5.587499	0.159531	0.840469	0.005278172	0.006284648	0.8404685	0.1595315	0.1204628
665	-148.4237	-150.3455	1.921799	0.203141	0.796859	0.004601768	0.01748947	0.796859	0.203141	0.4765044
666	-146.7309	-150.422	3.691143	0.252844	0.747156	0.003403538	6.94717e-05	0.7471558	0.2528442	0.3181883
667	-144.9214	-148.3381	3.416775	0.188389	0.811611	0.005603513	0.003353738	0.8116107	0.1883893	0.3401408
668	-143.4452	-146.9646	3.519336	0.00833945	0.991661	0.007066191	0.002733959	0.9916605	0.00833945	0.3290418
669	-146.8926	-146.7892	-0.1033868	0.00833945	0.991661	0.00698686	0.005015489	0.9916605	0.00833945	0.6891119
670	-144.8242	-146.8999	2.075604	0.00833945	0.991661	0.00698686	0.004865581	0.9916605	0.00833945	0.4713627
671	-144.8455	-150.1659	5.320428	0.00430099	0.995699	0.007529598	0.005873724	0.995699	0.004300987	0.1453294
672	-145.4867	-146.5023	1.015543	0.00430099	0.995699	0.006126335	0.001586529	0.995699	0.004300987	0.5815084
673	-144.0338	-147.5156	3.481805	0.112009	0.887991	0.007314258	0.0007784112	0.8879912	0.1120088	0.3345024
674	-144.6753	-148.2952	3.619844	0.151537	0.848463	0.005109389	0.004079641	0.8484632	0.1515368	0.3196021
675	-145.844	-148.7876	2.943532	0.151537	0.848463	0.006204557	0.01279698	0.8484632	0.1515368	0.3774208
676	-146.2821	-149.2648	2.982668	0.0499244	0.950076	0.0110068	0.004081125	0.9500756	0.04992438	0.3774208
677	-146.3721	-149.3724	3.000288	0.188532	0.811468	0.009244749	0.004081125	0.8114677	0.1885323	0.3774208
678	-143.7698	-148.0457	4.27589	0.018894	0.981106	0.008547876	0.004081125	0.981106	0.01889401	0.2505575
679	-144.2554	-148.5797	4.324319	0.159313	0.840687	0.007716344	6.973178e-05	0.8406868	0.1593132	0.2505575
680	-143.6809	-147.2576	3.576721	0.0228214	0.977179	0.006631015	0.005188398	0.9771786	0.02282143	0.321284
681	-143.5219	-147.1119	3.589945	0.0228214	0.977179	0.006702722	0.003794342	0.9771786	0.02282143	0.321284
682	-144.6351	-148.1689	3.533809	0.0150419	0.984958	0.009240902	0.006869753	0.9849581	0.01504194	0.321284
683	-145.3277	-149.3243	3.99667	0.130561	0.869439	0.009240902	0.006869753	0.869439	0.130561	0.2749979
684	-146.2496	-148.6016	2.351995	0.130561	0.869439	0.008868758	0.006869753	0.869439	0.130561	0.4398375
685	-145.4449	-150.4255	4.980595	0.0491651	0.950835	0.008868758	0.01173524	0.9508349	0.04916512	0.172112
686	-146.1398	-151.3075	5.167783	0.0840257	0.915974	0.008868758	0.01173524	0.9159743	0.08402571	0.1533932
687	-145.2271	-149.2196	3.992419	0.0378641	0.962136	0.004531085	0.01173524	0.9621359	0.03786415	0.2752673
688	-144.1527	-148.4572	4.304439	0.0234496	0.97655	0.006968712	0.01116779	0.9765504	0.02344957	0.2421951
689	-144.994	-148.7615	3.767548	0.12619	0.87381	0.00894867	0.00393814	0.8738099	0.1261901	0.3011339
690	-146.3142	-149.9378	3.623588	0.245324	0.754676	0.008752213	0.00393814	0.7546764	0.2453236	0.3157264
691	-146.6552	-149.1826	2.527403	0.225913	0.774087	0.004392043	0.004005322	0.7740869	0.2259131	0.4296378
692	-146.587	-151.3838	4.79678	0.120292	0.879708	0.01107609	0.004005322	0.8797078	0.1202922	0.1960161
693	-143.3284	-147.4695	4.141123	0.0314793	0.968521	0.007593813	0.002408488	0.9685207	0.03147925	0.2666609
694	-146.2683	-150.2495	3.981213	0.0511051	0.948895	0.005733742	0.02432291	0.9488949	0.05110514	0.2625975
695	-144.973	-149.0689	4.095877	0.132319	0.867681	0.007679031	0.01091128	0.8676807	0.1323193	0.2625975
696	-147.5189	-151.928	4.40917	0.0555074	0.944493	0.009128287	0.03187394	0.9444926	0.0555074	0.2088563
697	-143.9946	-146.7277	2.733112	0.0555074	0.944493	0.006165015	0.0005692676	0.9444926	0.0555074	0.4107301
