Iteration	Posterior	Likelihood	Prior	clado_event_probs[1]	clado_event_probs[2]	dispersal_rate	extirpation_rate	p_allopatry	p_sympatry	r_morph
228	-144.4919	-148.5017	4.009864	0.0184481	0.981552	0.00856183	0.01071912	0.9815519	0.01844808	0.2705081
229	-145.535	-149.4117	3.876673	0.0697539	0.930246	0.005339697	0.01716353	0.9302461	0.06975387	0.280605
230	-144.1837	-147.8948	3.711089	0.120874	0.879126	0.005388662	0.003393468	0.8791255	0.1208745	0.3108845
231	-145.3956	-149.1218	3.726165	0.264819	0.735181	0.006031787	0.001242758	0.7351812	0.2648188	0.3108845
232	-145.6557	-150.0657	4.409939	0.0742199	0.92578	0.01017209	0.01009347	0.9257801	0.07421994	0.229516
233	-147.5492	-151.8973	4.348074	0.227477	0.772523	0.01017209	0.01550664	0.7725232	0.2274768	0.2302894
234	-147.5696	-151.9468	4.377226	0.343249	0.656751	0.007256872	0.01550664	0.6567512	0.3432488	0.2302894
235	-144.6904	-149.4375	4.747159	0.0339763	0.966024	0.009485144	0.005603162	0.9660237	0.0339763	0.2009713
236	-145.1673	-149.2728	4.105543	0.0339763	0.966024	0.01007967	0.008698164	0.9660237	0.0339763	0.2614434
237	-144.4366	-148.5513	4.114682	0.0339763	0.966024	0.008695158	0.009168826	0.9660237	0.0339763	0.2614434
238	-144.7716	-150.0394	5.267799	0.0339579	0.966042	0.008266572	0.003742389	0.9660421	0.03395795	0.1519867
239	-143.8647	-147.9162	4.051409	0.102595	0.897405	0.007093099	0.003742389	0.8974049	0.1025951	0.2747992
240	-145.6714	-148.2617	2.590275	0.115194	0.884806	0.009112867	0.001281585	0.8848059	0.1151941	0.4213536
241	-144.6922	-148.4458	3.753551	0.0281287	0.971871	0.007196075	0.01427836	0.9718713	0.02812874	0.293946
242	-145.1158	-148.9486	3.83275	0.0122973	0.987703	0.00904145	0.01427836	0.9877027	0.01229727	0.2841807
243	-144.063	-147.6243	3.561332	0.0780568	0.921943	0.005075784	0.002996416	0.9219432	0.07805676	0.3265702
244	-144.2197	-147.7352	3.515523	0.0408945	0.959106	0.008593674	0.004059402	0.9591055	0.0408945	0.3265702
245	-144.5322	-148.0642	3.532012	0.0996294	0.900371	0.005125608	0.005878601	0.9003706	0.09962936	0.3265702
246	-145.5782	-148.7125	3.134344	0.0804501	0.91955	0.009860858	0.004324789	0.9195499	0.08045008	0.3631555
247	-146.477	-148.7308	2.253844	0.0804501	0.91955	0.01011063	0.004182953	0.9195499	0.08045008	0.4510975
248	-145.7511	-148.0188	2.267742	0.0991069	0.900893	0.008720856	0.004182953	0.9008931	0.09910686	0.4510975
249	-146.0373	-150.2837	4.246399	0.281993	0.718007	0.007570734	0.004969543	0.718007	0.281993	0.2535953
250	-145.6738	-149.9412	4.267403	0.281993	0.718007	0.006359515	0.004080345	0.718007	0.281993	0.2535953
251	-144.189	-147.6105	3.421496	0.134603	0.865397	0.005184572	9.707439e-05	0.8653975	0.1346025	0.3433442
252	-144.4123	-147.768	3.355636	0.0393484	0.960652	0.005184572	0.006683101	0.9606516	0.0393484	0.3433442
253	-143.291	-147.9055	4.61446	0.082856	0.917144	0.005627328	2.445835e-05	0.917144	0.08285598	0.2236777
254	-143.2847	-147.8912	4.606511	0.082856	0.917144	0.005981184	0.0004655074	0.917144	0.08285598	0.2236777
255	-143.6228	-147.7619	4.139066	0.0126146	0.987385	0.005981184	0.006284706	0.9873854	0.01261456	0.264603
256	-143.5106	-147.6433	4.132708	0.0126146	0.987385	0.007209594	0.005692156	0.9873854	0.01261456	0.264603
257	-143.4921	-147.6339	4.141841	0.0126146	0.987385	0.006296295	0.005692156	0.9873854	0.01261456	0.264603
258	-143.5194	-147.9214	4.40203	0.0126146	0.987385	0.005559205	0.004554789	0.9873854	0.01261456	0.2404586
259	-144.0958	-147.9389	3.843182	0.123152	0.876848	0.005559205	0.003505884	0.8768483	0.1231517	0.2973923
260	-145.4617	-149.4594	3.997709	0.18733	0.81267	0.006485239	0.01223396	0.8126697	0.1873303	0.2722855
261	-144.76	-148.731	3.970952	0.0329527	0.967047	0.008427778	0.01296711	0.9670473	0.0329527	0.2722855
262	-142.9425	-147.0582	4.115746	0.0276256	0.972374	0.006413287	0.0005022017	0.9723744	0.0276256	0.2722855
263	-146.4852	-151.5091	5.023935	0.0295784	0.970422	0.008470202	0.0204486	0.9704216	0.02957844	0.1594632
264	-145.3282	-148.8786	3.550366	0.0809981	0.919002	0.005490611	0.01458489	0.9190019	0.08099815	0.3156634
265	-146.4637	-149.7359	3.272137	0.204795	0.795205	0.00785059	0.01458489	0.7952055	0.2047945	0.3411264
266	-150.59	-149.1211	-1.46897	0.303169	0.696831	0.005639607	0.000860279	0.6968306	0.3031694	0.8311727
267	-147.1729	-151.6631	4.490214	0.284526	0.715474	0.007681899	0.01704616	0.7154745	0.2845255	0.2170261
268	-147.6701	-150.7184	3.048286	0.284526	0.715474	0.00554358	0.01704616	0.7154745	0.2845255	0.3633572
269	-149.8956	-152.8915	2.995926	0.341757	0.658243	0.0107796	0.01704616	0.6582434	0.3417566	0.3633572
270	-146.5113	-149.6305	3.119218	0.235947	0.764053	0.005863583	0.01234923	0.7640533	0.2359467	0.3606409
271	-146.1876	-149.1897	3.00211	0.07911	0.92089	0.005284658	0.01756351	0.92089	0.07911002	0.3677163
272	-146.7422	-148.9265	2.184368	0.115236	0.884764	0.00730692	0.01756351	0.8847637	0.1152363	0.4474683
273	-145.4965	-150.124	4.627497	0.0959395	0.90406	0.007091447	0.01756351	0.9040605	0.0959395	0.2033709
274	-145.1078	-149.7577	4.649873	0.0501629	0.949837	0.003714125	0.003771732	0.9498371	0.05016292	0.2183024
275	-144.4949	-147.3658	2.870888	0.0501629	0.949837	0.005080913	0.003544762	0.9498371	0.05016292	0.395061
276	-145.1737	-150.2747	5.100991	0.0980469	0.901953	0.008460714	0.005870781	0.9019531	0.09804689	0.1663449
277	-145.6025	-150.7546	5.15206	0.0291826	0.970817	0.003958533	0.005266089	0.9708174	0.02918263	0.1663449
278	-144.459	-149.6461	5.187075	0.0537932	0.946207	0.004558621	0.001164508	0.9462068	0.05379323	0.1663449
279	-144.5487	-148.8707	4.321974	0.0314513	0.968549	0.009355442	0.007115668	0.9685487	0.03145131	0.242107
280	-144.603	-148.9741	4.371093	0.0314513	0.968549	0.004443555	0.007115668	0.9685487	0.03145131	0.242107
281	-143.2302	-147.7016	4.471431	0.0314513	0.968549	0.007697696	0.001185943	0.9685487	0.03145131	0.2347488
282	-143.2293	-146.9432	3.713921	0.0314513	0.968549	0.006857136	0.001185943	0.9685487	0.03145131	0.3113403
283	-144.9087	-148.949	4.040346	0.047604	0.952396	0.01028801	0.001439774	0.952396	0.047604	0.2750131
284	-146.8297	-149.9625	3.13278	0.047604	0.952396	0.01169904	0.005970222	0.952396	0.047604	0.3598282
285	-144.3367	-147.5182	3.181477	0.0640287	0.935971	0.007364664	0.005970222	0.9359713	0.0640287	0.3592929
286	-143.6072	-148.4549	4.847778	0.0640287	0.935971	0.005572283	0.002226573	0.9359713	0.0640287	0.1981989
287	-144.0548	-148.85	4.795196	0.0640287	0.935971	0.006115222	0.006941863	0.9359713	0.0640287	0.1981989
288	-145.1153	-148.3448	3.229465	0.105633	0.894367	0.004774386	0.006941863	0.8943667	0.1056333	0.3561127
289	-146.3924	-149.0958	2.70339	0.105633	0.894367	0.006322215	0.01886346	0.8943667	0.1056333	0.3952508
290	-144.5725	-147.7211	3.148565	0.0795989	0.920401	0.004506368	0.001606162	0.9204011	0.07959886	0.3698065
291	-145.9079	-149.0218	3.113961	0.0795989	0.920401	0.007915954	0.01808159	0.9204011	0.07959886	0.3533819
292	-145.8371	-148.9552	3.118038	0.0818135	0.918187	0.007508287	0.01808159	0.9181865	0.08181348	0.3533819
293	-145.7687	-148.4863	2.717543	0.0818135	0.918187	0.003964221	0.00394799	0.9181865	0.08181348	0.411109
294	-143.3466	-147.757	4.410379	0.00469417	0.995306	0.007527883	0.00394799	0.9953058	0.004694165	0.2382618
295	-144.1664	-148.6231	4.45664	0.148005	0.851995	0.005958936	0.00394799	0.8519954	0.1480046	0.2352046
296	-145.7523	-149.6659	3.913602	0.280056	0.719944	0.006924866	0.002849223	0.7199436	0.2800564	0.2896412
297	-143.8483	-147.7619	3.913602	0.108639	0.891361	0.006924866	0.002849223	0.8913614	0.1086386	0.2896412
298	-144.479	-148.0487	3.569751	0.08653	0.91347	0.004688554	0.00411998	0.91347	0.08653002	0.3249919
299	-145.0204	-150.313	5.292544	0.0820268	0.917973	0.005019447	0.00411998	0.9179732	0.08202679	0.1523817
300	-143.9229	-148.4879	4.565006	0.0820268	0.917973	0.007752487	0.00411998	0.9179732	0.08202679	0.2224025
301	-143.4291	-147.4821	4.052995	0.0251863	0.974814	0.007345984	0.00411998	0.9748137	0.02518631	0.2740101
302	-147.7986	-152.1953	4.396699	0.0251863	0.974814	0.012323	0.01987043	0.9748137	0.02518631	0.2189122
303	-145.3822	-148.2728	2.890623	0.0251863	0.974814	0.008802733	0.0116395	0.9748137	0.02518631	0.381271
304	-148.4291	-152.114	3.68497	0.0251863	0.974814	0.005825814	0.03843345	0.9748137	0.02518631	0.2780193
305	-146.3314	-150.4052	4.073814	0.0251863	0.974814	0.002980878	0.002393992	0.9748137	0.02518631	0.2780193
306	-143.657	-146.6113	2.954317	0.0251863	0.974814	0.006930663	0.0002870775	0.9748137	0.02518631	0.3881261
307	-144.1322	-148.301	4.168817	0.114781	0.885219	0.004978931	0.003453586	0.8852189	0.1147811	0.2654613
308	-144.947	-147.4932	2.546177	0.13496	0.86504	0.005509778	0.001633263	0.8650402	0.1349598	0.4290148
309	-147.6867	-150.2755	2.588771	0.106853	0.893147	0.002738126	0.0001454789	0.8931468	0.1068532	0.4290148
310	-150.0324	-152.4719	2.439496	0.116646	0.883354	0.002738126	0.01507303	0.8833544	0.1166456	0.4290148
311	-144.8318	-148.7463	3.914521	0.187007	0.812993	0.006533417	0.005889726	0.8129926	0.1870074	0.2869003
312	-144.8061	-148.7359	3.929859	0.154542	0.845458	0.004999644	0.005889726	0.8454578	0.1545422	0.2869003
313	-146.3752	-151.5717	5.196572	0.154542	0.845458	0.006986693	0.01324062	0.8454578	0.1545422	0.150891
314	-147.5953	-150.2274	2.632115	0.152977	0.847023	0.0103533	0.01324062	0.8470226	0.1529774	0.4039701
315	-145.8711	-148.5564	2.685373	0.102816	0.897184	0.008770997	0.009497088	0.8971837	0.1028163	0.4039701
316	-145.6635	-148.4397	2.776166	0.21262	0.78738	0.005712475	0.003476359	0.7873805	0.2126195	0.4039701
317	-143.6153	-147.0956	3.480285	0.054685	0.945315	0.005508092	0.001285893	0.945315	0.05468503	0.3359531
318	-143.7471	-148.3209	4.57387	0.054685	0.945315	0.004973445	0.003075586	0.945315	0.05468503	0.2253395
319	-144.2755	-146.9575	2.681979	0.054685	0.945315	0.005669017	0.002135047	0.945315	0.05468503	0.4147735
320	-146.4127	-148.4655	2.052795	0.123012	0.876988	0.003805975	0.001087601	0.8769882	0.1230118	0.4806025
321	-149.9634	-152.4499	2.486533	0.19176	0.80824	0.002252253	0.001902942	0.8082405	0.1917595	0.437967
322	-144.4536	-149.0495	4.595894	0.160091	0.839909	0.004548342	0.0008866665	0.8399092	0.1600908	0.2257511
323	-143.5973	-148.148	4.55079	0.000998425	0.999002	0.008841776	0.001103598	0.9990016	0.0009984246	0.2257511
324	-144.2469	-149.362	5.115056	0.000998425	0.999002	0.00872418	0.002073121	0.9990016	0.0009984246	0.1684726
325	-150.4744	-155.1358	4.661444	0.136044	0.863956	0.008981165	0.04717736	0.8639558	0.1360442	0.1684726
326	-145.8608	-149.5648	3.704	0.0854051	0.914595	0.009602108	0.01404477	0.9145949	0.08540512	0.2967286
327	-145.0245	-149.8342	4.809709	0.00238375	0.997616	0.007750992	0.01490749	0.9976162	0.002383752	0.1871462
328	-144.5976	-149.0517	4.454123	0.0728016	0.927198	0.008975739	0.006486613	0.9271984	0.07280164	0.2299009
329	-144.0157	-148.3913	4.375644	0.0436024	0.956398	0.005139144	0.006486613	0.9563976	0.04360239	0.2415854
330	-144.0894	-148.0507	3.961272	0.0530177	0.946982	0.008119063	0.006486613	0.9469823	0.05301765	0.2800427
331	-143.9663	-148.2167	4.250358	0.0530177	0.946982	0.004689777	0.003581638	0.9469823	0.05301765	0.2574683
332	-144.214	-148.3938	4.179731	0.0530177	0.946982	0.00846158	0.006872554	0.9469823	0.05301765	0.2574683
333	-144.5144	-147.7888	3.274428	0.0241615	0.975839	0.008551653	0.006872554	0.9758385	0.02416147	0.3479086
334	-143.6914	-147.793	4.101624	0.0241615	0.975839	0.007247078	0.006872554	0.9758385	0.02416147	0.2664934
335	-145.2007	-147.2353	2.034601	0.0241615	0.975839	0.004689031	0.001673126	0.9758385	0.02416147	0.4809533
336	-144.8981	-147.1798	2.281731	0.0241615	0.975839	0.004794468	0.001673126	0.9758385	0.02416147	0.4561349
337	-143.1258	-147.5297	4.403923	0.0241615	0.975839	0.005701681	0.001673126	0.9758385	0.02416147	0.2430084
338	-144.5313	-148.7336	4.202355	0.148325	0.851675	0.008265102	0.001673126	0.8516746	0.1483254	0.2606018
339	-145.4713	-149.7938	4.322432	0.148325	0.851675	0.008265102	0.01251407	0.8516746	0.1483254	0.2377531
340	-149.2764	-153.6367	4.360336	0.400724	0.599276	0.009828016	0.01251407	0.5992761	0.4007239	0.2323998
341	-152.6548	-156.9985	4.343681	0.539822	0.460178	0.01149351	0.01251407	0.4601776	0.5398224	0.2323998
342	-149.6687	-154.0168	4.34819	0.520922	0.479078	0.005542724	0.006306088	0.4790776	0.5209224	0.2441077
343	-153.8818	-155.4743	1.592538	0.520922	0.479078	0.007145831	0.04439098	0.4790776	0.5209224	0.4799849
344	-155.2701	-160.048	4.777808	0.523348	0.476652	0.003831593	0.04439098	0.4766518	0.5233482	0.1647721
345	-147.6891	-152.8762	5.187129	0.354014	0.645986	0.006953178	0.004845124	0.6459861	0.3540139	0.1602644
346	-145.7674	-148.7908	3.023432	0.203167	0.796833	0.004903738	0.004845124	0.7968328	0.2031672	0.3786834
347	-143.7913	-148.0955	4.30424	0.0393646	0.960635	0.008161283	0.004845124	0.9606354	0.03936462	0.2473452
348	-145.2608	-148.2757	3.014939	0.0393646	0.960635	0.004429415	0.006906453	0.9606354	0.03936462	0.3779457
349	-145.7193	-148.7342	3.014939	0.131645	0.868355	0.004429415	0.006906453	0.8683551	0.1316449	0.3779457
350	-144.8586	-147.7124	2.853813	0.00815497	0.991845	0.005108407	0.006906453	0.991845	0.008154968	0.3933794
351	-144.4195	-147.2519	2.832413	0.00849643	0.991504	0.007248358	0.006906453	0.9915036	0.008496425	0.3933794
352	-144.6457	-147.4682	2.822469	0.00849643	0.991504	0.006352798	0.00879648	0.9915036	0.008496425	0.3933794
353	-145.6118	-148.3623	2.750477	0.00849643	0.991504	0.006352798	0.01599559	0.9915036	0.008496425	0.3933794
354	-145.4881	-148.4886	3.00051	0.215914	0.784086	0.006352798	0.00338488	0.7840863	0.2159137	0.3809868
355	-146.6567	-148.8011	2.144434	0.215914	0.784086	0.007867036	0.003937388	0.7840863	0.2159137	0.4645278
356	-147.5585	-152.2215	4.663004	0.107743	0.892257	0.007867036	0.03074041	0.8922569	0.1077431	0.1858677
357	-147.5766	-152.4251	4.848546	0.107743	0.892257	0.011983	0.008070261	0.8922569	0.1077431	0.1858677
358	-145.7168	-151.0288	5.312011	0.107743	0.892257	0.008956425	0.002129277	0.8922569	0.1077431	0.1484887
359	-145.8528	-149.6604	3.807588	0.107743	0.892257	0.009462886	0.01333738	0.8922569	0.1077431	0.2872165
360	-144.0544	-147.9801	3.92574	0.107743	0.892257	0.005857226	0.005127873	0.8922569	0.1077431	0.2872165
361	-144.8605	-147.2863	2.425744	0.0702335	0.929767	0.007103134	0.005127873	0.9297665	0.07023345	0.4359702
362	-143.8828	-148.2963	4.413411	0.0702335	0.929767	0.006081455	0.006861415	0.9297665	0.07023345	0.2364916
363	-144.7895	-149.1706	4.381069	0.0702335	0.929767	0.009315599	0.006861415	0.9297665	0.07023345	0.2364916
364	-143.5774	-148.4888	4.911391	0.00984305	0.990157	0.007452506	0.003251018	0.990157	0.009843045	0.1889329
365	-143.4234	-147.6764	4.252998	0.0384427	0.961557	0.005511688	0.003251018	0.9615573	0.03844272	0.256713
366	-144.7133	-148.6981	3.984766	0.0877606	0.912239	0.005511688	0.01113814	0.9122394	0.08776065	0.2756491
367	-145.2421	-147.4344	2.192268	0.00399027	0.99601	0.009034986	0.003472702	0.9960097	0.003990274	0.459041
368	-145.699	-148.4632	2.764214	0.0943257	0.905674	0.006252489	0.01410169	0.9056743	0.09432566	0.394
369	-146.6083	-147.0999	0.4915901	0.0943257	0.905674	0.005141298	0.001136115	0.9056743	0.09432566	0.6353391
370	-143.9558	-148.3093	4.353505	0.12115	0.87885	0.007740078	0.001136115	0.87885	0.12115	0.2465489
371	-145.4246	-146.9634	1.538766	0.0314486	0.968551	0.008278453	0.001136115	0.9685514	0.03144864	0.5274843
372	-146.0055	-151.3192	5.313668	0.252235	0.747765	0.005682937	0.0004475773	0.7477646	0.2522354	0.1532782
373	-145.2101	-150.4853	5.275169	0.101943	0.898057	0.008518398	0.00146204	0.8980573	0.1019427	0.1532782
374	-145.0781	-147.9586	2.880549	0.101943	0.898057	0.005751454	0.008328696	0.8980573	0.1019427	0.3886405
375	-143.3832	-147.5395	4.156234	0.0528927	0.947107	0.005788703	0.002906695	0.9471073	0.05289274	0.2664567
376	-145.3359	-146.8808	1.544977	0.0528927	0.947107	0.007146077	0.002906695	0.9471073	0.05289274	0.5262251
377	-143.2105	-147.5049	4.294414	0.0528927	0.947107	0.006595726	0.0020772	0.9471073	0.05289274	0.2526612
378	-143.9142	-147.9478	4.033602	0.0528927	0.947107	0.005651839	0.006783127	0.9471073	0.05289274	0.2749803
379	-143.6879	-147.7198	4.031934	0.0528927	0.947107	0.006622475	0.005979282	0.9471073	0.05289274	0.2749803
380	-143.3737	-147.4347	4.060952	0.0528927	0.947107	0.007075695	0.002624357	0.9471073	0.05289274	0.2749803
381	-147.153	-150.4052	3.252247	0.0997571	0.900243	0.005164873	0.02459294	0.9002429	0.09975706	0.335793
382	-147.9474	-152.4256	4.478216	0.188871	0.811129	0.009937365	0.02459294	0.8111294	0.1888706	0.2084236
383	-144.4345	-149.2352	4.800743	0.00928173	0.990718	0.009878721	0.0009707592	0.9907183	0.009281734	0.1998518
384	-144.1867	-148.9079	4.721159	0.0817702	0.91823	0.005900441	0.007371953	0.9182298	0.08177022	0.2053873
385	-145.2589	-149.9213	4.662319	0.102885	0.897115	0.005472957	0.01368342	0.8971149	0.1028851	0.2053873
386	-145.4597	-147.0795	1.619861	0.102885	0.897115	0.006357576	0.001997852	0.8971149	0.1028851	0.520434
387	-148.514	-146.5138	-2.000258	0.0404993	0.959501	0.006387375	0.002006147	0.9595007	0.04049933	0.8824078
388	-145.0527	-148.9872	3.934423	0.0404993	0.959501	0.008732992	0.01411082	0.9595007	0.04049933	0.2744894
389	-144.8979	-146.9872	2.089306	0.0404993	0.959501	0.007583247	0.003255426	0.9595007	0.04049933	0.4710063
390	-147.477	-152.3799	4.902834	0.038466	0.961534	0.008771716	0.02803317	0.961534	0.03846603	0.1636872
391	-147.6814	-149.6418	1.960473	0.192967	0.807033	0.005775919	0.01761911	0.8070333	0.1929667	0.4713332
392	-148.0333	-150.3209	2.287646	0.192967	0.807033	0.009380395	0.01761911	0.8070333	0.1929667	0.4350114
393	-147.6431	-148.8887	1.245672	0.192967	0.807033	0.004999185	0.00888328	0.8070333	0.1929667	0.5523258
394	-145.5534	-150.806	5.252614	0.172511	0.827489	0.006250138	0.005397679	0.8274887	0.1725113	0.1538663
395	-145.8243	-148.7536	2.929268	0.172511	0.827489	0.008314027	0.005705246	0.8274887	0.1725113	0.3838295
396	-144.6885	-148.7338	4.045248	0.0692861	0.930714	0.004307809	0.005705246	0.9307139	0.06928607	0.2762377
397	-145.3933	-149.3766	3.983396	0.103185	0.896815	0.009801515	0.006396798	0.8968153	0.1031847	0.2762377
398	-145.3933	-149.3766	3.983396	0.103185	0.896815	0.009801515	0.006396798	0.8968153	0.1031847	0.2762377
399	-144.0845	-148.0815	3.996984	0.0347129	0.965287	0.008442652	0.006396798	0.9652871	0.03471291	0.2762377
400	-145.9623	-148.0963	2.134084	0.0877674	0.912233	0.005472145	0.0104322	0.9122326	0.08776739	0.4614628
401	-143.5538	-147.8358	4.282001	0.0378062	0.962194	0.005633466	0.004699802	0.9621938	0.03780618	0.2522422
402	-143.9793	-148.3037	4.324361	0.164402	0.835598	0.005633466	0.0004637103	0.8355983	0.1644017	0.2522422
403	-147.2962	-147.5323	0.2361495	0.164402	0.835598	0.006005019	0.001654391	0.8355983	0.1644017	0.6595012
404	-144.114	-146.7571	2.643113	0.0404861	0.959514	0.006875968	0.001654391	0.9595139	0.04048609	0.4179338
405	-145.3501	-150.1943	4.844225	0.185395	0.814605	0.006937795	0.008648605	0.8146046	0.1853954	0.1907666
406	-146.6689	-151.5109	4.841981	0.179597	0.820403	0.004119316	0.01169147	0.8204025	0.1795975	0.1907666
407	-146.3568	-151.7882	5.431393	0.145653	0.854347	0.005049985	0.006624428	0.8543465	0.1456535	0.1359618
408	-145.1986	-148.495	3.296415	0.145653	0.854347	0.008297929	0.004864268	0.8543465	0.1456535	0.3479718
409	-145.8416	-147.184	1.342443	0.0454418	0.954558	0.005385996	0.004837279	0.9545582	0.04544177	0.546308
410	-146.5531	-147.267	0.7139598	0.0810712	0.918929	0.007384665	0.004837279	0.9189288	0.08107116	0.6071576
411	-146.5983	-147.3043	0.7059338	0.0810712	0.918929	0.006627177	0.006397373	0.9189288	0.08107116	0.6071576
412	-144.0252	-148.1439	4.11873	0.0810712	0.918929	0.007366459	0.006635138	0.9189288	0.08107116	0.2649009
413	-145.5786	-151.0003	5.421634	0.0810712	0.918929	0.007366459	0.005730888	0.9189288	0.08107116	0.1355147
414	-143.9336	-147.7788	3.845188	0.078688	0.921312	0.00698279	0.005730888	0.921312	0.07868796	0.2935431
415	-144.3394	-149.6352	5.295739	0.0277918	0.972208	0.00698279	0.003198535	0.9722082	0.02779183	0.1510203
416	-143.3568	-147.99	4.633239	0.0277918	0.972208	0.005979888	0.003530369	0.9722082	0.02779183	0.2179413
417	-147.2523	-151.6235	4.371227	0.153033	0.846967	0.006898183	0.02881327	0.8469668	0.1530332	0.2179413
418	-144.4804	-149.1588	4.678442	0.152724	0.847276	0.004415687	0.0005743179	0.8472757	0.1527243	0.2179413
419	-143.6915	-148.3143	4.622737	0.0572645	0.942736	0.004750106	0.001317795	0.9427355	0.05726446	0.222434
420	-147.0497	-150.0319	2.982236	0.0266957	0.973304	0.008258895	0.02804599	0.9733043	0.02669571	0.3562471
421	-147.4118	-149.8793	2.467437	0.0266957	0.973304	0.00666415	0.02804599	0.9733043	0.02669571	0.4093217
422	-144.2538	-147.2817	3.027961	0.0266957	0.973304	0.00666415	0.00676206	0.9733043	0.02669571	0.3745532
423	-146.6834	-150.103	3.419675	0.256617	0.743383	0.008905819	0.003980348	0.7433835	0.2566165	0.3359218
424	-145.3734	-150.4601	5.086738	0.0513859	0.948614	0.009515637	0.005928263	0.9486141	0.05138592	0.1666578
425	-147.6274	-150.6618	3.034398	0.084523	0.915477	0.009803414	0.02646482	0.915477	0.084523	0.3510675
426	-144.7719	-148.0693	3.297422	0.165942	0.834058	0.00690746	0.003058325	0.8340577	0.1659423	0.3510675
427	-144.2943	-149.3488	5.054499	0.127088	0.872912	0.006949265	0.001571366	0.8729119	0.1270881	0.176805
428	-143.761	-147.8997	4.138719	0.127626	0.872374	0.005403032	0.0007739159	0.8723743	0.1276257	0.2707267
429	-144.3284	-148.376	4.047612	0.0145916	0.985408	0.009253809	0.006033806	0.9854084	0.0145916	0.2707267
430	-143.8849	-147.9589	4.073919	0.0841483	0.915852	0.006623129	0.006033806	0.9158517	0.08414825	0.2707267
431	-144.3294	-148.0134	3.683982	0.045856	0.954144	0.004869471	0.005975321	0.954144	0.04585598	0.3115325
432	-146.7556	-148.13	1.374342	0.197189	0.802811	0.004785408	0.0004607867	0.802811	0.197189	0.5480952
433	-147.8057	-152.4601	4.654449	0.205686	0.794314	0.0107388	0.01450111	0.7943138	0.2056862	0.2000907
434	-144.6351	-147.612	2.976917	0.0723521	0.927648	0.008337376	0.002974216	0.9276479	0.07235215	0.3817722
435	-145.063	-147.984	2.921001	0.0592048	0.940795	0.008337376	0.008565896	0.9407952	0.05920484	0.3817722
436	-144.5711	-147.5008	2.929637	0.0146675	0.985332	0.007473736	0.008565896	0.9853325	0.01466754	0.3817722
437	-147.0271	-149.9133	2.886197	0.0146675	0.985332	0.0118177	0.008565896	0.9853325	0.01466754	0.3817722
438	-146.4892	-151.0331	4.543919	0.0270332	0.972967	0.0118177	0.008565896	0.9729668	0.02703318	0.216
439	-145.3155	-149.1039	3.788438	0.153847	0.846153	0.004802754	0.008656634	0.8461528	0.1538472	0.2984723
440	-144.402	-148.6213	4.219305	0.0412836	0.958716	0.008666385	0.008656634	0.9587164	0.04128363	0.251522
441	-147.3823	-147.9813	0.5990356	0.113698	0.886302	0.007745573	0.008656634	0.8863017	0.1136983	0.6144698
442	-144.6579	-149.0172	4.359293	0.0118547	0.988145	0.007745573	0.01451794	0.9881453	0.01185474	0.2325827
443	-143.0664	-147.2989	4.232492	0.0118547	0.988145	0.006705743	0.002305528	0.9881453	0.01185474	0.2585151
444	-144.2806	-148.8626	4.582063	0.015586	0.984414	0.008613152	0.00824805	0.984414	0.01558596	0.215708
445	-144.3167	-148.8558	4.539097	0.015586	0.984414	0.006340878	0.01182084	0.984414	0.01558596	0.2187041
446	-143.3431	-147.2519	3.908794	0.015586	0.984414	0.005279098	0.001263883	0.984414	0.01558596	0.2933531
447	-143.4519	-148.4578	5.005849	0.015586	0.984414	0.006042298	0.00177679	0.984414	0.01558596	0.1823715
448	-144.2486	-149.2884	5.039853	0.132315	0.867685	0.006391892	0.00177679	0.8676851	0.1323149	0.1786215
449	-148.4628	-149.9168	1.453966	0.132315	0.867685	0.004184934	0.01554757	0.8676851	0.1323149	0.5256464
450	-147.4334	-149.5677	2.134231	0.201683	0.798317	0.005553787	0.01554757	0.7983166	0.2016834	0.4562511
451	-148.1623	-150.2653	2.103081	0.201316	0.798684	0.005016164	0.0192002	0.7986837	0.2013163	0.4562511
452	-144.5086	-149.0228	4.514222	0.0994803	0.90052	0.004492955	0.004666099	0.9005197	0.09948029	0.2301943
453	-147.0115	-148.6589	1.647391	0.012713	0.987287	0.004492955	0.01135842	0.987287	0.01271304	0.510185
454	-143.7472	-148.8102	5.062966	0.012713	0.987287	0.006971633	0.003386095	0.987287	0.01271304	0.1741212
455	-145.3313	-150.3459	5.014584	0.177166	0.822834	0.006728035	0.007295434	0.822834	0.177166	0.1752936
456	-149.3783	-153.2743	3.896039	0.177166	0.822834	0.006728035	0.04318123	0.822834	0.177166	0.2512624
457	-145.2641	-149.6786	4.414531	0.186097	0.813903	0.008783485	0.001977541	0.8139035	0.1860965	0.2385614
458	-148.4914	-150.9162	2.424763	0.120911	0.879089	0.010815	0.02201912	0.8790887	0.1209113	0.4154651
459	-145.9319	-148.5107	2.578792	0.0216129	0.978387	0.004922595	0.01250856	0.9783871	0.02161287	0.4154651
460	-145.598	-148.1878	2.589772	0.0289467	0.971053	0.005136275	0.01119691	0.9710533	0.02894666	0.4154651
461	-145.8929	-150.7307	4.837794	0.165416	0.834584	0.003564766	0.002612656	0.834584	0.165416	0.2008187
462	-144.0138	-149.0242	5.010394	0.0195209	0.980479	0.008360603	0.002612656	0.9804791	0.01952087	0.1787629
