dentatum	61
loeseneri	18
stenocalyx	43
tiliaefolium	3
microcarpum	3
caudatum	3
ciliatum	3
hirsutum	3
sulcatum	3
fuscum	3
microphyllum	3
acutifolium	12
newsp.1	3
membranaceum	11
newsp.2	3
discolor	51
disjunctum	3
blandum	3
lautum	3
jucundum	3
stellato-tomentosum	3
alpinum	3
villosum	3
obtusatum	3
hartwegii	18
costaricanum	3
tinoides_1	36
undulatum	3
subsessile	3
tinoides_2	3
triphyllum	3
lasiophyllum	3
pichinchense	3
jamesonii	3
hallii	3
toronis	3
seemenii	3
dumatorum	3
reticulatum	3
triphyllum_new	3
ayavacense	3
