dentatum	68
loeseneri	12
stenocalyx	68
tiliaefolium	78
microcarpum	70
caudatum	69
ciliatum	12
hirsutum	12
sulcatum	74
fuscum	12
microphyllum	12
acutifolium	12
newsp.1	12
membranaceum	12
newsp.2	12
discolor	68
disjunctum	1
blandum	78
lautum	12
jucundum	69
stellato-tomentosum	9
alpinum	9
villosum	48
obtusatum	12
hartwegii	12
costaricanum	76
tinoides_1	12
undulatum	12
subsessile	12
tinoides_2	12
triphyllum	12
lasiophyllum	12
pichinchense	12
jamesonii	76
hallii	12
toronis	12
seemenii	10
dumatorum	10
reticulatum	74
triphyllum_new	12
ayavacense	12
