dentatum	0
loeseneri	69
stenocalyx	20
tiliaefolium	2
microcarpum	0
caudatum	17
ciliatum	2
hirsutum	50
sulcatum	0
fuscum	2
microphyllum	59
acutifolium	17
newsp.1	0
membranaceum	2
newsp.2	29
discolor	59
disjunctum	2
blandum	20
lautum	59
jucundum	69
stellato-tomentosum	2
alpinum	2
villosum	35
obtusatum	2
hartwegii	42
costaricanum	17
tinoides_1	2
undulatum	2
subsessile	2
tinoides_2	2
triphyllum	2
lasiophyllum	2
pichinchense	2
jamesonii	2
hallii	2
toronis	2
seemenii	2
dumatorum	2
reticulatum	2
triphyllum_new	2
ayavacense	2
