dentatum	41
loeseneri	1
stenocalyx	23
tiliaefolium	1
microcarpum	68
caudatum	10
ciliatum	34
hirsutum	1
sulcatum	49
fuscum	1
microphyllum	28
acutifolium	1
newsp.1	13
membranaceum	1
newsp.2	1
discolor	8
disjunctum	39
blandum	38
lautum	29
jucundum	36
stellato-tomentosum	4
alpinum	8
villosum	8
obtusatum	65
hartwegii	48
costaricanum	8
tinoides_1	8
undulatum	8
subsessile	8
tinoides_2	8
triphyllum	39
lasiophyllum	8
pichinchense	8
jamesonii	8
hallii	8
toronis	48
seemenii	8
dumatorum	8
reticulatum	8
triphyllum_new	8
ayavacense	0
