dentatum	44
loeseneri	9
stenocalyx	66
tiliaefolium	44
microcarpum	64
caudatum	11
ciliatum	11
hirsutum	11
sulcatum	41
fuscum	9
microphyllum	47
acutifolium	9
newsp.1	9
membranaceum	44
newsp.2	9
discolor	41
disjunctum	9
blandum	42
lautum	9
jucundum	9
stellato-tomentosum	9
alpinum	9
villosum	9
obtusatum	9
hartwegii	9
costaricanum	9
tinoides_1	9
undulatum	9
subsessile	9
tinoides_2	66
triphyllum	9
lasiophyllum	9
pichinchense	9
jamesonii	9
hallii	9
toronis	41
seemenii	9
dumatorum	9
reticulatum	9
triphyllum_new	9
ayavacense	9
