dentatum	60
loeseneri	2
stenocalyx	3
tiliaefolium	18
microcarpum	10
caudatum	26
ciliatum	3
hirsutum	3
sulcatum	9
fuscum	9
microphyllum	57
acutifolium	9
newsp.1	9
membranaceum	9
newsp.2	76
discolor	45
disjunctum	57
blandum	66
lautum	9
jucundum	66
stellato-tomentosum	9
alpinum	66
villosum	9
obtusatum	9
hartwegii	9
costaricanum	9
tinoides_1	9
undulatum	9
subsessile	9
tinoides_2	9
triphyllum	9
lasiophyllum	9
pichinchense	9
jamesonii	9
hallii	9
toronis	9
seemenii	9
dumatorum	9
reticulatum	66
triphyllum_new	9
ayavacense	9
