dentatum	9
loeseneri	4
stenocalyx	44
tiliaefolium	52
microcarpum	10
caudatum	4
ciliatum	4
hirsutum	4
sulcatum	4
fuscum	7
microphyllum	7
acutifolium	7
newsp.1	40
membranaceum	32
newsp.2	7
discolor	0
disjunctum	7
blandum	7
lautum	4
jucundum	17
stellato-tomentosum	7
alpinum	7
villosum	7
obtusatum	0
hartwegii	7
costaricanum	7
tinoides_1	7
undulatum	7
subsessile	7
tinoides_2	55
triphyllum	7
lasiophyllum	7
pichinchense	7
jamesonii	7
hallii	7
toronis	7
seemenii	29
dumatorum	7
reticulatum	7
triphyllum_new	7
ayavacense	7
