dentatum	52
loeseneri	65
stenocalyx	56
tiliaefolium	11
microcarpum	42
caudatum	9
ciliatum	48
hirsutum	9
sulcatum	3
fuscum	3
microphyllum	14
acutifolium	3
newsp.1	3
membranaceum	70
newsp.2	70
discolor	3
disjunctum	36
blandum	3
lautum	36
jucundum	3
stellato-tomentosum	0
alpinum	0
villosum	0
obtusatum	3
hartwegii	3
costaricanum	3
tinoides_1	3
undulatum	15
subsessile	3
tinoides_2	3
triphyllum	8
lasiophyllum	8
pichinchense	3
jamesonii	3
hallii	3
toronis	3
seemenii	3
dumatorum	3
reticulatum	3
triphyllum_new	3
ayavacense	3
