dentatum	11
loeseneri	29
stenocalyx	2
tiliaefolium	2
microcarpum	11
caudatum	20
ciliatum	11
hirsutum	11
sulcatum	29
fuscum	2
microphyllum	2
acutifolium	17
newsp.1	50
membranaceum	29
newsp.2	5
discolor	50
disjunctum	24
blandum	2
lautum	2
jucundum	2
stellato-tomentosum	15
alpinum	9
villosum	9
obtusatum	50
hartwegii	2
costaricanum	2
tinoides_1	2
undulatum	13
subsessile	2
tinoides_2	2
triphyllum	2
lasiophyllum	2
pichinchense	2
jamesonii	2
hallii	2
toronis	2
seemenii	69
dumatorum	2
reticulatum	2
triphyllum_new	2
ayavacense	2
