dentatum	16
loeseneri	71
stenocalyx	31
tiliaefolium	4
microcarpum	4
caudatum	4
ciliatum	4
hirsutum	18
sulcatum	4
fuscum	4
microphyllum	4
acutifolium	52
newsp.1	4
membranaceum	4
newsp.2	26
discolor	4
disjunctum	4
blandum	31
lautum	4
jucundum	4
stellato-tomentosum	4
alpinum	4
villosum	4
obtusatum	5
hartwegii	5
costaricanum	5
tinoides_1	5
undulatum	5
subsessile	5
tinoides_2	5
triphyllum	5
lasiophyllum	62
pichinchense	2
jamesonii	2
hallii	2
toronis	2
seemenii	2
dumatorum	2
reticulatum	2
triphyllum_new	2
ayavacense	2
