dentatum	7
loeseneri	44
stenocalyx	4
tiliaefolium	26
microcarpum	4
caudatum	4
ciliatum	18
hirsutum	4
sulcatum	52
fuscum	22
microphyllum	4
acutifolium	4
newsp.1	4
membranaceum	4
newsp.2	71
discolor	4
disjunctum	4
blandum	37
lautum	52
jucundum	52
stellato-tomentosum	4
alpinum	4
villosum	5
obtusatum	71
hartwegii	16
costaricanum	4
tinoides_1	4
undulatum	71
subsessile	4
tinoides_2	4
triphyllum	4
lasiophyllum	4
pichinchense	0
jamesonii	0
hallii	0
toronis	4
seemenii	4
dumatorum	4
reticulatum	4
triphyllum_new	4
ayavacense	4
