dentatum	7
loeseneri	10
stenocalyx	7
tiliaefolium	51
microcarpum	10
caudatum	10
ciliatum	0
hirsutum	67
sulcatum	10
fuscum	10
microphyllum	10
acutifolium	50
newsp.1	10
membranaceum	10
newsp.2	10
discolor	52
disjunctum	52
blandum	10
lautum	10
jucundum	57
stellato-tomentosum	2
alpinum	10
villosum	10
obtusatum	10
hartwegii	10
costaricanum	10
tinoides_1	10
undulatum	10
subsessile	10
tinoides_2	10
triphyllum	10
lasiophyllum	10
pichinchense	10
jamesonii	10
hallii	10
toronis	10
seemenii	10
dumatorum	10
reticulatum	10
triphyllum_new	10
ayavacense	57
