dentatum	10
loeseneri	69
stenocalyx	2
tiliaefolium	2
microcarpum	2
caudatum	20
ciliatum	2
hirsutum	2
sulcatum	2
fuscum	2
microphyllum	42
acutifolium	2
newsp.1	2
membranaceum	2
newsp.2	15
discolor	2
disjunctum	2
blandum	2
lautum	2
jucundum	2
stellato-tomentosum	2
alpinum	2
villosum	2
obtusatum	2
hartwegii	2
costaricanum	2
tinoides_1	60
undulatum	3
subsessile	3
tinoides_2	7
triphyllum	3
lasiophyllum	3
pichinchense	3
jamesonii	3
hallii	3
toronis	3
seemenii	15
dumatorum	3
reticulatum	3
triphyllum_new	43
ayavacense	3
