dentatum	34
loeseneri	0
stenocalyx	0
tiliaefolium	8
microcarpum	8
caudatum	8
ciliatum	8
hirsutum	8
sulcatum	43
fuscum	25
microphyllum	36
acutifolium	57
newsp.1	56
membranaceum	10
newsp.2	49
discolor	3
disjunctum	18
blandum	25
lautum	58
jucundum	13
stellato-tomentosum	18
alpinum	3
villosum	6
obtusatum	3
hartwegii	25
costaricanum	21
tinoides_1	5
undulatum	7
subsessile	7
tinoides_2	5
triphyllum	5
lasiophyllum	5
pichinchense	5
jamesonii	5
hallii	5
toronis	5
seemenii	5
dumatorum	5
reticulatum	5
triphyllum_new	5
ayavacense	5
