dentatum	0
loeseneri	0
stenocalyx	6
tiliaefolium	24
microcarpum	54
caudatum	33
ciliatum	6
hirsutum	73
sulcatum	39
fuscum	73
microphyllum	6
acutifolium	6
newsp.1	0
membranaceum	24
newsp.2	6
discolor	54
disjunctum	6
blandum	24
lautum	0
jucundum	6
stellato-tomentosum	0
alpinum	24
villosum	6
obtusatum	6
hartwegii	6
costaricanum	6
tinoides_1	7
undulatum	7
subsessile	7
tinoides_2	6
triphyllum	6
lasiophyllum	6
pichinchense	6
jamesonii	6
hallii	6
toronis	6
seemenii	6
dumatorum	6
reticulatum	6
triphyllum_new	6
ayavacense	6
