dentatum	9
loeseneri	67
stenocalyx	10
tiliaefolium	0
microcarpum	67
caudatum	49
ciliatum	10
hirsutum	10
sulcatum	10
fuscum	10
microphyllum	22
acutifolium	4
newsp.1	4
membranaceum	4
newsp.2	4
discolor	10
disjunctum	10
blandum	10
lautum	4
jucundum	4
stellato-tomentosum	10
alpinum	10
villosum	10
obtusatum	10
hartwegii	0
costaricanum	10
tinoides_1	10
undulatum	9
subsessile	9
tinoides_2	10
triphyllum	10
lasiophyllum	10
pichinchense	10
jamesonii	10
hallii	10
toronis	10
seemenii	10
dumatorum	10
reticulatum	10
triphyllum_new	10
ayavacense	10
