dentatum	78
loeseneri	11
stenocalyx	64
tiliaefolium	0
microcarpum	0
caudatum	0
ciliatum	0
hirsutum	0
sulcatum	29
fuscum	31
microphyllum	64
acutifolium	28
newsp.1	7
membranaceum	0
newsp.2	7
discolor	7
disjunctum	7
blandum	74
lautum	7
jucundum	7
stellato-tomentosum	7
alpinum	7
villosum	7
obtusatum	0
hartwegii	7
costaricanum	0
tinoides_1	7
undulatum	40
subsessile	7
tinoides_2	7
triphyllum	7
lasiophyllum	7
pichinchense	7
jamesonii	7
hallii	7
toronis	7
seemenii	40
dumatorum	7
reticulatum	28
triphyllum_new	1
ayavacense	1
