dentatum	12
loeseneri	72
stenocalyx	12
tiliaefolium	12
microcarpum	72
caudatum	68
ciliatum	12
hirsutum	12
sulcatum	77
fuscum	0
microphyllum	12
acutifolium	78
newsp.1	12
membranaceum	12
newsp.2	69
discolor	12
disjunctum	74
blandum	19
lautum	76
jucundum	14
stellato-tomentosum	75
alpinum	1
villosum	12
obtusatum	12
hartwegii	68
costaricanum	12
tinoides_1	11
undulatum	11
subsessile	11
tinoides_2	11
triphyllum	11
lasiophyllum	11
pichinchense	12
jamesonii	2
hallii	2
toronis	12
seemenii	12
dumatorum	12
reticulatum	12
triphyllum_new	12
ayavacense	12
