dentatum	10
loeseneri	30
stenocalyx	32
tiliaefolium	7
microcarpum	7
caudatum	28
ciliatum	7
hirsutum	7
sulcatum	40
fuscum	7
microphyllum	7
acutifolium	7
newsp.1	30
membranaceum	7
newsp.2	40
discolor	7
disjunctum	7
blandum	47
lautum	55
jucundum	7
stellato-tomentosum	7
alpinum	47
villosum	7
obtusatum	7
hartwegii	74
costaricanum	40
tinoides_1	7
undulatum	7
subsessile	7
tinoides_2	7
triphyllum	7
lasiophyllum	55
pichinchense	7
jamesonii	7
hallii	7
toronis	7
seemenii	7
dumatorum	7
reticulatum	7
triphyllum_new	7
ayavacense	7
