dentatum	41
loeseneri	60
stenocalyx	11
tiliaefolium	11
microcarpum	50
caudatum	17
ciliatum	29
hirsutum	2
sulcatum	24
fuscum	2
microphyllum	35
acutifolium	2
newsp.1	2
membranaceum	24
newsp.2	10
discolor	17
disjunctum	2
blandum	2
lautum	2
jucundum	35
stellato-tomentosum	2
alpinum	2
villosum	2
obtusatum	29
hartwegii	2
costaricanum	2
tinoides_1	2
undulatum	2
subsessile	2
tinoides_2	2
triphyllum	2
lasiophyllum	2
pichinchense	2
jamesonii	24
hallii	2
toronis	69
seemenii	2
dumatorum	2
reticulatum	2
triphyllum_new	2
ayavacense	59
