dentatum	76
loeseneri	44
stenocalyx	26
tiliaefolium	9
microcarpum	9
caudatum	43
ciliatum	9
hirsutum	41
sulcatum	4
fuscum	44
microphyllum	17
acutifolium	0
newsp.1	4
membranaceum	4
newsp.2	4
discolor	4
disjunctum	4
blandum	4
lautum	4
jucundum	4
stellato-tomentosum	4
alpinum	4
villosum	4
obtusatum	6
hartwegii	22
costaricanum	4
tinoides_1	4
undulatum	44
subsessile	4
tinoides_2	16
triphyllum	4
lasiophyllum	71
pichinchense	52
jamesonii	4
hallii	18
toronis	4
seemenii	4
dumatorum	4
reticulatum	4
triphyllum_new	4
ayavacense	4
