dentatum	16
loeseneri	76
stenocalyx	12
tiliaefolium	6
microcarpum	49
caudatum	9
ciliatum	9
hirsutum	3
sulcatum	6
fuscum	6
microphyllum	6
acutifolium	6
newsp.1	6
membranaceum	73
newsp.2	13
discolor	0
disjunctum	39
blandum	6
lautum	46
jucundum	54
stellato-tomentosum	6
alpinum	5
villosum	46
obtusatum	6
hartwegii	6
costaricanum	6
tinoides_1	5
undulatum	5
subsessile	5
tinoides_2	53
triphyllum	5
lasiophyllum	0
pichinchense	5
jamesonii	5
hallii	5
toronis	5
seemenii	5
dumatorum	5
reticulatum	5
triphyllum_new	5
ayavacense	5
