dentatum	3
loeseneri	15
stenocalyx	60
tiliaefolium	3
microcarpum	1
caudatum	0
ciliatum	3
hirsutum	8
sulcatum	25
fuscum	3
microphyllum	3
acutifolium	3
newsp.1	0
membranaceum	3
newsp.2	30
discolor	3
disjunctum	3
blandum	3
lautum	21
jucundum	51
stellato-tomentosum	34
alpinum	3
villosum	2
obtusatum	15
hartwegii	8
costaricanum	51
tinoides_1	3
undulatum	3
subsessile	3
tinoides_2	3
triphyllum	3
lasiophyllum	3
pichinchense	51
jamesonii	3
hallii	3
toronis	3
seemenii	3
dumatorum	3
reticulatum	3
triphyllum_new	3
ayavacense	9
