dentatum	21
loeseneri	5
stenocalyx	5
tiliaefolium	5
microcarpum	0
caudatum	0
ciliatum	0
hirsutum	0
sulcatum	19
fuscum	3
microphyllum	3
acutifolium	21
newsp.1	3
membranaceum	70
newsp.2	57
discolor	5
disjunctum	38
blandum	45
lautum	27
jucundum	5
stellato-tomentosum	5
alpinum	45
villosum	5
obtusatum	53
hartwegii	5
costaricanum	32
tinoides_1	5
undulatum	5
subsessile	5
tinoides_2	5
triphyllum	1
lasiophyllum	1
pichinchense	5
jamesonii	5
hallii	5
toronis	5
seemenii	5
dumatorum	21
reticulatum	5
triphyllum_new	5
ayavacense	5
