dentatum	22
loeseneri	58
stenocalyx	62
tiliaefolium	11
microcarpum	11
caudatum	11
ciliatum	65
hirsutum	11
sulcatum	11
fuscum	66
microphyllum	59
acutifolium	11
newsp.1	11
membranaceum	11
newsp.2	11
discolor	11
disjunctum	11
blandum	11
lautum	11
jucundum	65
stellato-tomentosum	11
alpinum	11
villosum	2
obtusatum	11
hartwegii	11
costaricanum	11
tinoides_1	11
undulatum	11
subsessile	11
tinoides_2	11
triphyllum	11
lasiophyllum	11
pichinchense	11
jamesonii	11
hallii	11
toronis	11
seemenii	11
dumatorum	11
reticulatum	11
triphyllum_new	11
ayavacense	11
