dentatum	1
loeseneri	11
stenocalyx	11
tiliaefolium	0
microcarpum	60
caudatum	11
ciliatum	11
hirsutum	63
sulcatum	41
fuscum	13
microphyllum	63
acutifolium	11
newsp.1	67
membranaceum	11
newsp.2	67
discolor	1
disjunctum	13
blandum	1
lautum	1
jucundum	41
stellato-tomentosum	28
alpinum	66
villosum	1
obtusatum	1
hartwegii	19
costaricanum	1
tinoides_1	1
undulatum	1
subsessile	1
tinoides_2	1
triphyllum	1
lasiophyllum	1
pichinchense	9
jamesonii	9
hallii	9
toronis	9
seemenii	6
dumatorum	9
reticulatum	9
triphyllum_new	44
ayavacense	9
