gbifID	species	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	year	institutionCode	collectionCode	catalogNumber	recordNumber	recordedBy	CHELSA_01	CHELSA_02	CHELSA_03	CHELSA_04	CHELSA_05	CHELSA_06	CHELSA_07	CHELSA_08	CHELSA_09	CHELSA_10	CHELSA_11	CHELSA_12	CHELSA_13	CHELSA_14	CHELSA_15	CHELSA_16	CHELSA_17	CHELSA_18	CHELSA_19	MODCF_CloudForestPrediction	MODCF_interannual	MODCF_intraannual	MODCF_meanannual	MODCF_monthlymean_01	MODCF_monthlymean_02	MODCF_monthlymean_03	MODCF_monthlymean_04	MODCF_monthlymean_05	MODCF_monthlymean_06	MODCF_monthlymean_07	MODCF_monthlymean_08	MODCF_monthlymean_09	MODCF_monthlymean_10	MODCF_monthlymean_11	MODCF_monthlymean_12	MODCF_seasonalityconcentration	MODCF_seasonality_theta	MODCF_spatialSD_1deg	elevation	slope
1426184310	hartwegii	16.88	-92.472778	NA	1995	CAS	BOT-BC	366641	656	"Mejia E., Hector; Luna, G. Alfonso"	185.636719	77	557.878906	1604.242188	253.636719	114.636711	139	195.636719	177.636719	203.636719	158.636719	1771.382935	319.332062	44.121094	64.121094	895.843811	134.121094	334.785187	179.242188	0.000278	1097.775269	1169.197266	6602.394531	6107.398926	5175.710938	4900.967773	5264.738281	7129.412598	8251.504883	7728.183594	7326.518555	7601.669922	7742.550293	6344.004395	5650.178711	106.261467	2376.045898	770.844055	1495.483276	13.409165
1426181319	hartwegii	16.918725	-92.99399	NA	2009	CAS	BOT-BC	30356	909	"Espinosa Jimenez, Josefa Anahi"	213.404022	77	547.980713	1669.750244	282.404022	140.730927	141	222.730927	205.404022	233.404022	185.730927	1085.730103	205.288345	18.326906	75	579.538147	62.653812	188.269073	88.980721	0.000133	1001	2018	6536	5132	4139	3934	4104	6969	8566	8512	8837	8995	8066	6187	4990	201	2414	1063	954.946533	8.029495
1426058385	hartwegii	16.908889	-92.708056	NA	1994	CAS	BOT-BC	366607	612	"Chame, A.; Luna, Antonio"	172.91066	78	560.044678	1609.821289	239.955322	100.95533	139	182.91066	163.955322	190.955322	145.955322	1589.141113	301.463959	32.91066	69.04467	839.525879	103.731972	291.642639	144.597961	0.000726	1064.574341	1450.384033	7051.01709	6463.942871	5299.939453	5356.421875	5318.592773	7096.194824	9011.34668	8566.524414	8416.00293	8674.46875	8052.202148	6746.237793	5607.736816	128.814575	2383.138428	960.947754	1799.730591	10.719919
1424522294	hartwegii	16.5298	-92.45712	NA	2016	YPM	YU	NA	3190	"Patrick Sweeney, Michael Donoghue, Erika Edwards, Deren Eaton, Ivalu Cacho"	170.068985	80	566.953186	1432.949585	240.046799	99.068993	140.54805	178.594864	151.594864	187.594864	146.570251	1129.853516	231.773422	12	84.525864	640.270996	37.975388	248.578781	47.402721	0.000979	986.733643	1846.683472	7482.623047	5533.763672	5027.447266	5462.879395	6072.110352	8724.050781	9551.130859	9211.618164	9219.161133	9326.773438	9113.945312	6895.477539	5647.613281	160.477386	2300.939697	1185.939697	1853.381958	11.89135
1424522293	hartwegii	16.80704	-92.32196	NA	2016	YPM	YU	NA	3186	"Patrick Sweeney, Michael Donoghue, Erika Edwards, Deren Eaton, Ivalu Cacho"	161.167587	77	563.049744	1549.11792	228.484344	91.484344	136.316757	171.484344	153.167587	179.167587	136.167587	1972.018433	345.633514	46.316757	64	973.217285	146.950272	392.950287	190.950272	0.000587	1075.17981	1124.486206	6852.324219	6197.876953	5280.154785	5260.631836	5784.100098	7461.998535	8610.046875	7821.375488	7593.731445	7677.892578	7723.566895	6897.894531	5915.089844	99.290421	2342.278076	694.666321	1905.220581	35.022064
1421397894	hartwegii	16.520278	-92.407222	NA	1994	CICY	CICY	23823	NA	S. Ochoa-Gaona; N. Ramirez-Marcial	161.27417	79	568.217102	1425.326294	230.316452	90.290253	140	170.014755	142.332535	178.27417	137.27417	1108.128296	228.810394	13	83.058357	625.632263	40.957718	246.240021	51.132565	0.001102	946.583252	1679.503906	7576.651367	5665.695312	5608.918457	5676.496094	6621.994141	9030.637695	9446.269531	8742.629883	9195.041016	9375.928711	9009.618164	6855.550293	5687.847168	141.912796	2263.463135	1148.738403	1974.439697	3.588931
1260260271	hartwegii	16.87	-92.47	NA	1982	MO	MO	2899483	Ton 4480	Alush Shilom Ton	181	77	559	1597	249	110	139	191	173	199	155	1732	314	44	64	875	132	332	176	0.001159	1077	1157	6714	6364	5062	5121	5354	7285	8297	7836	7490	7745	7630	6600	5779	104	2378	777	1597.533447	10.88016
1260260263	hartwegii	16.87	-92.47	NA	1982	MO	MO	2899481	Ton 4564	Alush Shilom Ton	181	77	559	1597	249	110	139	191	173	199	155	1732	314	44	64	875	132	332	176	0.001159	1077	1157	6714	6364	5062	5121	5354	7285	8297	7836	7490	7745	7630	6600	5779	104	2378	777	1597.533447	10.88016
1260260247	hartwegii	16.444444	-92.397778	NA	1981	MO	MO	2899460	Breedlove 52442	Dennis E. Breedlove	173.543289	80	566.939636	1398.060425	243.543289	102.543289	141	181.543289	155.543289	190.543289	150.543289	1106.758545	231.939636	11	86.060364	632.879272	34	249	41.939632	0.000336	1013.929199	1915.499146	7425.856445	5227.763184	4765.834961	5430.999512	6184.830078	8660.567383	9456.425781	8812.262695	9344.28418	9561.380859	9182.28418	7019.263672	5465.144531	167.761856	2314.595703	1247.785889	1752.883179	20.667757
1259703172	hartwegii	16.89	-92.37	NA	1991	MO	MO	2393931	Brett 443	John Brett	191.667267	77	556.066528	1612.600708	259.667267	121.667267	138	201.667267	183.667267	210.667267	165.667267	1760.78418	317.131287	48.133095	60.066547	870.92627	146.532379	326.730194	199.598923	0.000962	1157.363159	1392.222168	6382.76709	5741.25	4264.525391	4558.855957	5093.648438	7275.050293	8525.883789	7653.087402	7466.323242	7475.050781	7175.07666	6129.799316	5234.260742	133.501907	2304.772705	708.641907	1424.951904	20.544127
1259702634	hartwegii	16.89	-92.37	NA	1991	MO	MO	2393386	Brett 529	John Brett	191.667267	77	556.066528	1612.600708	259.667267	121.667267	138	201.667267	183.667267	210.667267	165.667267	1760.78418	317.131287	48.133095	60.066547	870.92627	146.532379	326.730194	199.598923	0.000962	1157.363159	1392.222168	6382.76709	5741.25	4264.525391	4558.855957	5093.648438	7275.050293	8525.883789	7653.087402	7466.323242	7475.050781	7175.07666	6129.799316	5234.260742	133.501907	2304.772705	708.641907	1424.951904	20.544127
1259700723	hartwegii	16.815556	-92.585555	NA	1981	MO	MO	2391581	Breedlove 53579	Dennis E. Breedlove	117.860481	78	575	1509.418579	183.860489	47.860481	136	127.930244	96.860481	133.930237	92.860481	1649.464966	298.279022	30.069759	74	855.697571	96.209274	340.139526	116.279037	0.001823	836.462219	1280.591919	8053.048828	6818.765137	6569.64209	6832.515625	6922.202148	8679.091797	9598.003906	9432.96875	9353.969727	9417.650391	8990.152344	7330.978516	6691.12207	103.677116	2279.462158	909.1203	2725.578125	24.778719
1259699608	hartwegii	16.893611	-92.737222	NA	1987	MO	MO	2390844	Gonzalez Gonzalez 285	Lorenzo Gonzalez G.	159.519897	78	563.480103	1588.639282	226.519897	88.519897	138	169.519897	151.039795	177.519897	133.519897	1755.798462	320	32.519901	73.480103	921.039795	102.5597	329.559692	137.079605	0.00147	1041.854126	1404.455933	7246.103516	6635.057617	5773.024414	5519.164062	5301.376953	7235.689941	9014.775391	8797.464844	8482.984375	8758.382812	8379.787109	7105.136719	5947.933105	120.844986	2422.914795	993.231018	1997.651733	10.333636
1259503619	hartwegii	16.5	-92.416667	NA	1976	MO	MO	2212440	Stevens 2379	W. D. Stevens|Michael J. Donoghue|Michael L. Scott	169.169373	79.904938	567	1418.653442	238.726593	98.631531	140	177.726593	150.876724	186.631531	145.631531	1098.365967	228.414688	12	84.612274	624.753662	37.537846	244.224548	46.170753	9.50E-05	1015.007141	1910.09668	7255.587402	5411.979492	4802.952637	4748.849121	5965.450195	8583.595703	9372.595703	8762.182617	9000.882812	9353.336914	9031.026367	6534.52832	5501.876953	168.754913	2317.429688	1198.298584	1876.525269	21.521532
1259448884	hartwegii	16.9	-92.92	NA	1971	MO	MO	2162813	Breedlove 23340	Dennis E. Breedlove	186.275055	78	555.361023	1626.388672	254.331879	114.275063	140.056824	196.275055	178.275055	205.275055	160.193573	1208.086914	232.853729	21.336344	74.884903	647.272644	69.846054	222.54953	95.716682	8.30E-05	1078.032959	1360.059082	7122.138672	5914.65625	5550.654297	6006.307129	5671.916504	7945.725586	8620.029297	8298.288086	8588.954102	8742.216797	8099.654297	6527.398926	5503.249512	121.741333	2298.161377	1440.161499	1368.374146	19.240992
1259446356	hartwegii	17.1	-92.86	NA	1971	MO	MO	2160515	Breedlove 21375	Dennis E. Breedlove|Robert F. Thorne	169.868256	76	553.402283	1683.11377	236.037003	98.868248	137	180.868256	160.037003	188.086197	142.262741	1726.373901	289.75415	46.023342	58.612438	818.62384	154.626343	287.604523	220.964706	0.000203	905.246826	1473.625854	7409.73584	6098.55957	5525.198242	6064.848145	5628.52832	7964.50293	9019.507812	8929.510742	8782.333008	9104.808594	8654.287109	7167.314941	5980.429688	128.507538	2365.029053	1250.376587	1713.992554	13.268616
1258717115	hartwegii	16.823889	-92.577222	NA	1976	MO	MO	1493538	Breedlove 40924	Dennis E. Breedlove	115.867195	78	574.945312	1512.164062	181.867188	45.867195	136	126.867195	95.218758	132.867188	91.515633	1759.789062	312.351562	33.351562	73	901.109375	106.054688	363.757812	127.40625	0.000204	1236	1925	5797	3246	3726	5024	7173	7623	8219	6508	6736	7760	6623	4303	2617	201	2003	1018	2781.818115	24.027306
1146738221	hartwegii	17.15319	-92.889433	NA	2015	YPM	YU	NA	3108	"Sweeney, P. W., Michael Donoghue, Deren Eaton, Ivalu Cacho"	172.12941	75	550	1704.388184	238.12941	101.258812	137	183.12941	179.12941	190.25882	144.25882	1935.294556	318.705933	55.741188	54	891.988403	187.223557	304.447113	287.447113	0.000689	986.194458	1847.41394	7483.492676	5533.155273	5027.568848	5463.157715	6070.70166	8726.242188	9551.983398	9213.65332	9219.943359	9327.295898	9116.379883	6898.990723	5647.352051	160.529572	2301.078857	1186.078857	1690.945679	3.499825
1146731553	hartwegii	16.5298	-92.4572	300	2015	YPM	YU	NA	3064	"Sweeney, P. W., Michael Donoghue, Deren Eaton, Erika Edwards, Ivalu Cacho"	170.068115	80	566.953247	1432.999512	240.046753	99.068115	140.564529	178.611282	151.611282	187.611282	146.585892	1130.006226	231.84137	12	84.543175	640.441772	37.974606	248.579208	47.384678	0.000968	1110	1158	6462	5903	5314	5054	4771	7237	8117	7416	7221	7425	7530	6248	5308	104	2357	918	1853.744019	12.156377
NA	hartwegii	16.5298	-92.4572	300	2015	YPM	YU	YU.101639	3064	Patrick W. Sweeney	170.068115	80	566.953247	1432.999512	240.046753	99.068115	140.564529	178.611282	151.611282	187.611282	146.585892	1130.006226	231.84137	12	84.543175	640.441772	37.974606	248.579208	47.384678	0.000968	1110	1158	6462	5903	5314	5054	4771	7237	8117	7416	7221	7425	7530	6248	5308	104	2357	918	1853.744019	12.156377
NA	hartwegii	17.1532	-92.889433	0	2015	YPM	YU	YU.101682	3108	Patrick W. Sweeney	172.12941	75	550	1704.388184	238.12941	101.258812	137	183.12941	179.12941	190.25882	144.25882	1935.294434	318.705933	55.741184	54	891.988342	187.223557	304.447113	287.447113	0.000213	873.911682	1602.896484	8004.799316	6459.710938	5977.537598	6239.968262	6012.759766	8515.4375	9554.484375	9759.007812	9760.526367	9656.099609	9390.980469	7796.89209	6930.618164	131.496185	2399.350098	1046	1690.892334	3.489581
NA	hartwegii	16.807	-92.32196	0	2016	YPM	YU	YU.254692	3186	Patrick W. Sweeney	161.077866	77	563.07666	1549.001221	228.385666	91.385658	136.307785	171.385666	153.077866	179.077866	136.077866	1971.8479	345.61557	46.307789	64	973.15448	146.923355	392.92337	190.923355	0.000486	873.911682	1602.896484	8004.799316	6459.710938	5977.537598	6239.968262	6012.759766	8515.4375	9554.484375	9759.007812	9760.526367	9656.099609	9390.980469	7796.89209	6930.618164	131.496185	2399.350098	1046	1908.602661	35.208893
NA	hartwegii	16.5298	-92.45712	0	2016	YPM	YU	YU.254696	3190	Patrick W. Sweeney	170.068985	80	566.953186	1432.949585	240.046799	99.068993	140.54805	178.594864	151.594864	187.594864	146.570251	1129.853516	231.773422	12	84.525864	640.270996	37.975388	248.578781	47.402721	0.000979	986.733643	1846.683472	7482.623047	5533.763672	5027.447266	5462.879395	6072.110352	8724.050781	9551.130859	9211.618164	9219.161133	9326.773438	9113.945312	6895.477539	5647.613281	160.477386	2300.939697	1185.939697	1853.381958	11.89135
2807547022	jucundum	16.72889	-92.81639	NA	1986	TEX	LL	78423	NA	Alush Ton	161.323792	79	564.419067	1517.614258	229.323792	89.323792	140.290466	170.323792	140.323792	178.323792	136.03331	1242.185791	264.966675	14.709526	85.290474	726.319092	47.128578	242.933365	56.838104	6.90E-05	335.670074	253.117416	9727.125	9124.798828	9589.973633	9703.258789	9940.251953	9961.09375	9922.106445	9892.347656	9867.433594	9774.571289	9745.115234	9779.94043	9420.897461	13.700292	1933.478516	1702.080322	1983.388672	14.772408
2807530696	jucundum	16.72889	-92.81639	NA	1986	TEX	TEX	78441	NA	Alonso Mendez Giron|Alush Shilom Ton	161.323792	79	564.419067	1517.614258	229.323792	89.323792	140.290466	170.323792	140.323792	178.323792	136.03331	1242.185791	264.966675	14.709526	85.290474	726.319092	47.128578	242.933365	56.838104	6.90E-05	335.670074	253.117416	9727.125	9124.798828	9589.973633	9703.258789	9940.251953	9961.09375	9922.106445	9892.347656	9867.433594	9774.571289	9745.115234	9779.94043	9420.897461	13.700292	1933.478516	1702.080322	1983.388672	14.772408
2806577593	jucundum	16.5	-92.45	NA	1976	MO	MO	101195800	Stevens 2359	W. D. Stevens|Michael J. Donoghue|Michael L. Scott	159.312759	80	568.967285	1411.687744	229.280029	89.280037	140	168.280029	141.280029	176.668198	136.280029	1391.953247	283.694275	13.367463	86.632538	778.799744	42.06966	312.155426	52.392365	0.000978	456.666779	728.430969	9399.962891	7710.317871	8741.130859	9332.161133	9782.711914	9942.444336	9922.339844	9979.041016	9935.589844	9913.592773	9769.931641	9253.130859	8519.540039	45.905853	2077.310791	1778.114136	2099.611572	8.583787
2629619219	jucundum	16.686944	-92.586944	NA	1993	INECOL	XAL	21566	NA	S. Ochoa-Gaona; N. Ramirez-Marcial; T.J. Santiago V.; N.A. Ordonez R.	139	79	571	1481	206	68	139	148	119	155	114	1332	259	18	81	734	56	280	66	0.000587	945	1426	7474	6562	5495	5840	6015	7790	9215	8966	8647	9243	8603	7063	6248	122	2371	849	2341.424072	7.045444
2629603747	jucundum	16.721389	-92.700555	NA	2010	INECOL	XAL	XAL0137352	NA	F. Hernandez N.; J.M. Jonapa S.	138.745438	79	570.254578	1496.236328	206.490875	67.490875	139	148.490875	118.490875	155.745438	113.745438	1452.089233	294.436096	15.745437	88	787.017273	49.236309	295.672424	57.981747	0.000979	1047.779297	1440.004028	6998.187012	6305.570312	5200.118164	5328.548828	5145.354004	7201.006348	8762.196289	8654.573242	8274.1875	8680.676758	7953.305176	6680.666992	5793.155762	130.262299	2391.849854	947.026733	2392.879883	8.68986
2629509611	jucundum	16.733333	-92.683333	NA	1989	INECOL	XAL	108032	NA	M. Gonzalez-Espinosa; P.F. Quintana-Ascencio; M. Martinez-Ico; N. Ramirez-Marcial	132.069962	79	571.443298	1494.239502	199.343216	60.879993	138.41011	141.87999	111.563354	148.753326	107.343216	1615.317871	312.170593	20.316637	83.903496	871.041138	64.266548	331.480042	76.17308	0.001475	917	1282	7850	6828	6245	6387	6931	8577	9252	9004	9086	9431	8893	7144	6419	105	2298	931	2480.287842	17.385651
2629505556	jucundum	16.8225	-92.504167	NA	1994	INECOL	XAL	108031	NA	A. Chame O.; A. Luna-Gomez	154	78	566	1549	221	84	138	164	146	172	128	1705	300	36	70	863	114	347	140	0.001475	809.945679	1285.141602	8104.367676	7002.431641	6483.382324	6834.062988	6932.008789	8720.65625	9628.629883	9552.355469	9301.205078	9516.154297	9064.713867	7405	6807.268555	103	2293.397705	901.400574	2066.304688	28.961981
2629500612	jucundum	16.913889	-92.692222	NA	1995	INECOL	XAL	108033	NA	H. Mejia E.	168.382523	78	560.794678	1606.713745	235.421799	97.339859	138.559998	178.382523	159.861801	186.421799	141.861801	1541.847534	296.383057	33.397335	67.960724	814.792358	105.23468	283.74234	147.64003	0.000812	808	1286	8107	7020	6476	6830	6926	8721	9628	9563	9298	9528	9065	7405	6819	103	2295	901	1823.973877	16.085114
2629450237	jucundum	16.793056	-92.596111	NA	1993	INECOL	XAL	21565	NA	M. Gonzalez-Espinosa; S. Ochoa-Gaona; N. Ramirez-Marcial	119	78	575	1505	185	49	136	129	98	135	94	1501	276	25	77	785	79	313	94	0.002054	924.756287	1295.553101	7770.206055	6849.030273	6140.598633	6267.790039	6464.126465	8523.150391	9418.749023	9153.642578	8827.388672	9121.350586	8753.896484	7176.872559	6545.481445	105.901413	2307.910645	961.889343	2683.800537	12.61163
1895500877	jucundum	16.8187	-92.581764	NA	1965	CNS-UT	LL	78412	NA	D. E. Breedlove; F. S. Kawahara	114.955109	78	575.372925	1511.922119	180.955109	44.955105	136	125.815033	93.955109	131.731735	90.24472	1695.304321	305.08551	31.522448	73.710388	875.945007	100.567337	348.928192	121.427261	0.000835	1057.410034	1543.958618	7461.305176	5828.149902	5770.484863	6241.367188	6279.263184	8712.360352	9512.03418	8860.913086	8770.004883	9058.661133	8540.811523	6342.949219	5618.149902	131.90799	2207.318115	1053.953979	2824.835693	23.459034
1895500871	jucundum	16.819461	-92.581704	NA	1962	CNS-UT	LL	NA	NA	G. L. Webster; K. Miller; L. Miller	114.563629	78	575.385437	1512.493286	180.563629	44.563625	136	125.531265	93.563629	131.510971	89.928757	1699.600342	305.704498	31.718187	73.634872	877.699585	101.154564	349.582855	122.1222	0.001199	959	1397	7605	6940	5964	5906	5822	7843	9154	9124	9053	9206	8644	7285	6317	117	2399	1007	2852.724854	19.144642
1895500859	jucundum	16.845	-92.672781	NA	1965	CNS-UT	LL	78414	NA	D. E. Breedlove; F. S. Kawahara	148.809158	78	566.297729	1555.404541	215.809158	77.809151	138	159.106857	140.809158	166.809158	123.809151	1677.129761	313	33	73	893.404602	100	322.511444	126	0.001017	1033.033691	1216.269043	6482.570801	5817.645996	4796.721191	4996.310547	5222.023926	7507.76416	8070.705078	7098.772949	7312.730469	7645.479004	7838.411133	6089.94873	5394.806152	110.941208	2347.125977	907.126038	2121.948975	7.089366
1895500854	jucundum	16.724009	-92.679868	10	1986	CNS-UT	TEX	78427	NA	A. Mendez T.; M. C. Martinez de L.	142.500397	79	569.499939	1498.499878	210.000488	71.000481	139	151.500397	122.000481	159.500397	117.500404	1554.496216	296.498962	19.49992	84	847.498962	61.49976	316.998871	72.499756	0.001618	959.778687	1368.799438	7414.019531	6519.820312	5585.443848	5794.990234	6093.209473	7886.375	9165.9375	8843.830078	8505.262695	9063.703125	8427.097656	6874.581055	6206.782227	117.545815	2340.011475	855.641968	2272.603027	9.32494
1895500848	jucundum	16.868331	-92.754169	NA	1981	CNS-UT	LL	78411	NA	D. E. Breedlove; B. Bartholomew	151.391678	78	565.426697	1571.36377	218.37352	80.37352	138	161.391678	143.137772	169.237061	125.391678	1763.348633	323.845367	31.863541	75.900703	936.572449	98.436005	330.115753	127.226059	0.001439	1057.410034	1543.958618	7461.305176	5828.149902	5770.484863	6241.367188	6279.263184	8712.360352	9512.03418	8860.913086	8770.004883	9058.661133	8540.811523	6342.949219	5618.149902	131.90799	2207.318115	1053.953979	2081.732178	12.290329
1895500842	jucundum	17.184139	-92.910874	NA	1970	CNS-UT	LL	NA	NA	R. F. Thorne; E. Lathrop	169.109589	75	548.781738	1709.466919	235.376602	98.534485	136.842133	180.109589	175.46283	187.376602	141.109589	2132.662109	340.214417	64.236	52.267017	963.816589	215.167038	334.913025	323.897522	0.000982	952.375061	1376.150146	7534.185547	6560.443359	5699.494141	5852.308105	5971.959473	8025.806152	9241.933594	9088.25	8621.273438	9057.515625	8551.172852	7205.491211	6535.272461	116.720001	2367.708496	857.654541	1647.429688	14.143634
1895500836	jucundum	16.817219	-92.507219	NA	1965	CNS-UT	LL	78415	NA	D. E. Breedlove; F. S. Kawahara	151.96965	78	566.247131	1545.666138	219.216766	81.698265	138	162.216766	140.421906	169.698257	126.468788	1668.626953	296.646515	34.95808	69.752892	851.67511	110.874237	336.935211	135.846771	0.000686	1072	1267	6367	5171	4792	5126	5125	7666	8081	6818	6541	7854	7819	6267	5147	110	2327	937	2016.68042	7.148419
1895500826	jucundum	16.724009	-92.679868	10	1986	CNS-UT	TEX	78426	NA	A. Mendez T.; M. C. Martinez de L.	142.500397	79	569.499939	1498.499878	210.000488	71.000481	139	151.500397	122.000481	159.500397	117.500404	1554.496216	296.498962	19.49992	84	847.498962	61.49976	316.998871	72.499756	0.001618	959.778687	1368.799438	7414.019531	6519.820312	5585.443848	5794.990234	6093.209473	7886.375	9165.9375	8843.830078	8505.262695	9063.703125	8427.097656	6874.581055	6206.782227	117.545815	2340.011475	855.641968	2272.603027	9.32494
1895500811	jucundum	16.788331	-92.475561	NA	1966	CNS-UT	LL	78428	NA	A. Shilom T.	135.448013	78	570.97345	1518.747314	202.428085	65.434708	137	145.773819	114.773819	152.448013	110.448021	1775.993042	317.023895	36.026562	69.980064	902.716614	115.418785	371.513336	141.103622	0.001442	473	557	9477	8623	9097	9371	9819	9921	9957	9990	9952	9821	9764	8934	8480	37	1986	1721	2403.501465	6.681223
1895500804	jucundum	17.105036	-92.871053	NA	1965	CNS-UT	LL	78416	NA	D. E. Breedlove; F. S. Kawahara	175	76	552	1688	242	104	137	186	166	194	148	1656	280	43	58	785	148	272	219	0.001434	992.093323	1473.719849	7179.146973	6701.533691	5448.200195	5213.881348	5052.453613	7032.893066	8780.226562	8644.959961	8720.253906	8723.853516	8425.133789	7302.867188	6100.333496	129.133316	2485.853516	1011.52002	1660.643433	3.951639
1895500798	jucundum	16.724009	-92.679868	10	1965	CNS-UT	LL	78423	NA	A. Shilom T.	142.500397	79	569.499939	1498.499878	210.000488	71.000481	139	151.500397	122.000481	159.500397	117.500404	1554.496216	296.498962	19.49992	84	847.498962	61.49976	316.998871	72.499756	0.001618	959.778687	1368.799438	7414.019531	6519.820312	5585.443848	5794.990234	6093.209473	7886.375	9165.9375	8843.830078	8505.262695	9063.703125	8427.097656	6874.581055	6206.782227	117.545815	2340.011475	855.641968	2272.603027	9.32494
1895500788	jucundum	16.951585	-92.771334	NA	1987	CNS-UT	TEX	NA	NA	L. Gonzalez G.	166.105606	77	560.973572	1618.671631	232.618805	94.618805	138	176.105606	157.105606	184.105606	139.105606	1890.735962	337.947205	37	70	968.302002	120.513199	335.920807	174.539597	0.001188	925.805786	1331.456299	7688.562988	6585.378906	5951.048828	6067.262207	6572.97998	8396.086914	9319.349609	9160.077148	8870.708984	9182.824219	8534.398438	7110.873535	6511.688965	112.941742	2302.922363	854.864075	1885.620239	6.041743
1895500783	jucundum	16.833333	-92.5	NA	1966	CNS-UT	LL	78429	NA	A. Shilom T.	145.398102	78	567.900452	1541.895752	212.398102	75.398109	137	155.398102	125.691963	162.398102	119.398109	1853.270264	322.895752	39.199055	68.900475	928.587708	125.59716	380.293854	153.895737	0.000403	809.945679	1285.141602	8104.367676	7002.431641	6483.382324	6834.062988	6932.008789	8720.65625	9628.629883	9552.355469	9301.205078	9516.154297	9064.713867	7405	6807.268555	103	2293.397705	901.400574	2216.0979	9.720626
1895500777	jucundum	16.773889	-92.446111	NA	1967	CNS-UT	LL	78408	NA	A. Shilom T.	136	78	571	1510	203	66	137	147	116	153	112	1806	319	35	70	911	113	387	140	0.000951	921	1358	7393	6285	5664	5789	6246	8091	9202	8718	8512	8898	8338	7044	5928	118	2305	849	2398.356934	3.239421
1895500772	jucundum	16.832219	-92.521669	NA	1966	CNS-UT	LL	78430	NA	A. Shilom T.	140	78	569	1540	207	70	137	151	132	157	115	1800	312	37	70	902	117	373	143	0.001424	880.178894	1529.670654	8035.294922	6343.195312	6138.139648	6262.537598	6392.15332	8654.489258	9582.392578	9670.397461	9561.814453	9528.213867	9411.96582	8061.801758	6818.32373	124.523102	2380.687988	1608.290161	2319.726074	9.963953
1895500766	jucundum	16.8187	-92.581764	NA	1970	CNS-UT	LL	78424	NA	R. F. Thorne; E. Lathrop	114.955109	78	575.372925	1511.922119	180.955109	44.955105	136	125.815033	93.955109	131.731735	90.24472	1695.304321	305.08551	31.522448	73.710388	875.945007	100.567337	348.928192	121.427261	0.000835	1057.410034	1543.958618	7461.305176	5828.149902	5770.484863	6241.367188	6279.263184	8712.360352	9512.03418	8860.913086	8770.004883	9058.661133	8540.811523	6342.949219	5618.149902	131.90799	2207.318115	1053.953979	2824.835693	23.459034
1895500756	jucundum	16.773889	-92.446111	NA	1965	CNS-UT	LL	78419	NA	A. Shilom T.	136	78	571	1510	203	66	137	147	116	153	112	1806	319	35	70	911	113	387	140	0.000951	921	1358	7393	6285	5664	5789	6246	8091	9202	8718	8512	8898	8338	7044	5928	118	2305	849	2398.356934	3.239421
1895500733	jucundum	17.105036	-92.871053	NA	1965	CNS-UT	LL	78413	NA	D. E. Breedlove; F. S. Kawahara	175	76	552	1688	242	104	137	186	166	194	148	1656	280	43	58	785	148	272	219	0.001434	992.093323	1473.719849	7179.146973	6701.533691	5448.200195	5213.881348	5052.453613	7032.893066	8780.226562	8644.959961	8720.253906	8723.853516	8425.133789	7302.867188	6100.333496	129.133316	2485.853516	1011.52002	1660.643433	3.951639
1895494802	jucundum	16.738584	-92.688832	NA	1986	CNS-UT	TEX	NA	NA	A. Mendez G.; A. Shilom T.	125	79	573	1489	192	54	138	135	104	141	100	1661	320	21	83	896	67	340	80	0.001096	1040	1403	7013	5983	5565	5721	6454	8526	9048	7798	7892	8437	7952	5904	4879	120	2137	1062	2706.642578	21.769152
1895143167	jucundum	16.7875	-92.689167	NA	1987	IHNE	CHIP	16582	NA	C. Santiz R.	143	79	568	1529	210	72	139	153	122	160	118	1189	229	20	77	641	63	243	74	0.001231	959	1397	7605	6940	5964	5906	5822	7843	9154	9124	9053	9206	8644	7285	6317	117	2399	1007	2259.138672	1.601151
1895143150	jucundum	16.669444	-92.563055	NA	1994	IHNE	CHIP	26765	NA	M. Martinez I.; O. Rosado E.	138	79	572	1468	206	67	139	148	118	155	114	1359	262	18	82	748	56	288	66	0.001442	1040	1403	7013	5983	5565	5721	6454	8526	9048	7798	7892	8437	7952	5904	4879	120	2137	1062	2337.529053	2.671951
1895143149	jucundum	16.793056	-92.596111	NA	1993	IHNE	CHIP	17219	NA	M. Gonzalez E.; S. Ochoa G.	119	78	575	1505	185	49	136	129	98	135	94	1501	276	25	77	785	79	313	94	0.002054	924.756287	1295.553101	7770.206055	6849.030273	6140.598633	6267.790039	6464.126465	8523.150391	9418.749023	9153.642578	8827.388672	9121.350586	8753.896484	7176.872559	6545.481445	105.901413	2307.910645	961.889343	2683.800537	12.61163
1895143113	jucundum	16.868333	-92.754167	NA	1981	IHNE	CHIP	2727	NA	D. E. Breedlove	151.394867	78	565.426208	1571.370239	218.376694	80.376701	138	161.394867	143.140991	169.240707	125.394875	1763.359009	323.845825	31.864004	75.900291	936.573853	98.437843	330.118011	127.22921	0.00177	1034.934448	1358.490479	7478.256836	6187.067383	6009.12793	6493.310547	6464.21875	7981.453613	9231.754883	9029.436523	8700.124023	9061.264648	8311.609375	6597.150391	5673.414551	116.763626	2233.709717	985.326172	2081.672119	12.269622
