dentatum	15
loeseneri	74
stenocalyx	73
tiliaefolium	12
microcarpum	12
caudatum	12
ciliatum	68
hirsutum	12
sulcatum	12
fuscum	12
microphyllum	70
acutifolium	0
newsp.1	0
membranaceum	76
newsp.2	75
discolor	12
disjunctum	68
blandum	3
lautum	71
jucundum	12
stellato-tomentosum	64
alpinum	12
villosum	12
obtusatum	12
hartwegii	10
costaricanum	0
tinoides_1	12
undulatum	7
subsessile	69
tinoides_2	12
triphyllum	12
lasiophyllum	12
pichinchense	43
jamesonii	9
hallii	9
toronis	43
seemenii	9
dumatorum	9
reticulatum	9
triphyllum_new	46
ayavacense	9
