dentatum	78
loeseneri	54
stenocalyx	63
tiliaefolium	73
microcarpum	6
caudatum	25
ciliatum	6
hirsutum	63
sulcatum	6
fuscum	6
microphyllum	39
acutifolium	26
newsp.1	6
membranaceum	6
newsp.2	54
discolor	6
disjunctum	63
blandum	33
lautum	46
jucundum	27
stellato-tomentosum	63
alpinum	6
villosum	6
obtusatum	25
hartwegii	6
costaricanum	6
tinoides_1	6
undulatum	7
subsessile	7
tinoides_2	6
triphyllum	6
lasiophyllum	6
pichinchense	6
jamesonii	6
hallii	6
toronis	6
seemenii	23
dumatorum	46
reticulatum	6
triphyllum_new	8
ayavacense	39
